quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id,genus,species,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments
summer,2013,2013-C,Jessica & Courtney,9-Aug-13,1,180,40,NA,NA,Y,Y,228,Peromyscus,truei,35,10,25,NA,NA,M,NA,99,NA,22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Jessica & Robyn,10-Aug-13,2,180,40,NA,NA,Y,Y,228,Peromyscus,truei,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Rosa & Ariana,11-Aug-13,3,120,100,NA,NA,Y,Y,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,Leighton,28-Oct-09,2,20,20,NA,NA,Y,N,229,Peromyscus,californicus,NA,NA,34,juvenile,NA,NA,NA,130,NA,26,19,0,NA,0,0,NA,NA,NA,NA,N,Juvenile PE californicus?
fall,2009,2009-D,"Kiri, Yiwei, Gage",29-Oct-09,3,40,20,NA,NA,Y,Y,229,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,Leighton,28-Oct-09,2,20,120,NA,NA,Y,N,231,Reithrodontomys,megalotis,NA,NA,13,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,juvenile? Probably R. megalotis (Tina & Kat changed species to megalotis)
fall,2009,2009-D,Leighton,28-Oct-09,2,20,220,NA,NA,Y,N,232,Peromyscus,boylii,NA,NA,13,juvenile,NA,NA,NA,82,NA,17,16,0,NA,0,0,NA,NA,NA,NA,NA,juvenile? Probably R. neyalotis
fall,2009,2009-D,"Kiri, Yiwei, Gage",29-Oct-09,3,20,220,NA,NA,Y,Y,232,Peromyscus,boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,mortality
spring,2010,2010-B,"Kiri, Yasaman, Kathy",1-May-10,3,160,280,NA,NA,Y,Y,233,Peromyscus,truei,26,NA,NA,NA,NA,F,NA,105,NA,24,18,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
spring,2010,2010-B,"Chris Lay, Kathlyn",30-Apr-10,2,80,240,NA,NA,Y,Y,234,Peromyscus,truei,24,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2010,2010-B,"Yiwei, Tamir",1-May-10,3,60,220,NA,NA,Y,Y,234,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,101,NA,22,20,NA,NA,NA,NA,N,NA,NA,NA,NA,"Y; ORANGE STRIPE, TAIL NOT HAIRY AT ALL"
winter,2011,2011-A,NA,2-Feb-11,2,20,120,NA,NA,Y,Y,235,Peromyscus,truei,40,10,30,NA,NA,F,NA,NA,NA,NA,NA,1,Y,NA,NA,NA,NA,NA,NA,NA,Y; TICK ON EAR
fall,2016,2016-D,"Tina C, Deanna K, Jessica E",5-Nov-16,1,180,80,NA,NA,Y,Y,238,Peromyscus,californicus,56,9,48,adult,reproductive,F,NA,140,2,26,18,2,Y,0,2,NA,NA,NA,NA,NA,Y; WHITE TIP TICK COLLECTED/ TICKS COLLECTED; 2 IN TRAP
summer,2016,2016-C,TIna Cheng & Carly S.,26-Jul-16,1,160,80,NA,NA,Y,Y,238,Peromyscus,californicus,48,7,41,adult,lactating,F,115,150,NA,25,17,1,Y,0,1,NA,NA,NA,NA,NA,Y; TICK NOT COLLECTED; WENT INTO A HOLE IN A DEAD MADRONE
summer,2016,2016-C,Tina Cheng & Luz D.,27-Jul-16,2,180,80,NA,NA,Y,Y,238,Peromyscus,californicus,NA,NA,NA,adult,pregnant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; NIPPLES SHOWING; CIRFUMFRENCE GREATER THAN 50% / WHITE TIP; PICS TAKEN ON TINA'S PHONE
summer,2016,2016-C,"Tina Cheng, John, Malone",28-Jul-16,3,160,100,NA,NA,Y,Y,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,Tina & Carly S,2-Feb-16,1,160,80,NA,NA,Y,Y,238,Peromyscus,californicus,48,7,41,adult,lactating,F,115,150,NA,25,17,1,Y,0,1,NA,NA,NA,NA,NA,Y; TICK NOT COLLECTED; WENT INTO A HOLE IN A DEAD MADRONE
winter,2016,2016-A,Tina C & Luz D,7-Feb-16,2,180,80,NA,NA,Y,Y,238,Peromyscus,californicus,NA,NA,NA,adult,pregnant & lactating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; CIRCUMFRENCE GREATER THAN 50%/WHITE TIP; PICS TAKEN ON TINA'S PHONE
winter,2016,2016-A,"Tina, Malone, John",8-Feb-16,3,160,100,NA,NA,Y,Y,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2017,2017-A,"Tina Cheng, Justin Furaci, Samantha Sambado, Alexandra Anriaqa",10-Feb-17,1,180,80,NA,NA,Y,NA,238,Peromyscus,californicus,53,9,44,adult,non-reproductive,F,NA,148,4,26,17,0,N,0,0,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Tina Cheng,15-Apr-17,2,160,120,NA,NA,Y,Y,238,Peromyscus,californicus,59,9,50,adult,non-reproductive,F,NA,145,NA,26,21,1,Y,0,1,NA,NA,NA,NA,NA,"Y; PREGNANT? WHITE -TIPPED TAIL! TICK NOT COLLECTED, TOO SMALL"
fall,2017,2017-D,"Chris Law, Jennilyn Stenske",18-Nov-17,1,160,80,NA,NA,Y,Y,238,Peromyscus,californicus,60,12,48,adult,NA,M,NA,150,26,25,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2017,2017-D,"Parker Kaye, Aaron Gormley",19-Nov-17,2,180,80,NA,NA,Y,Y,238,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2018,2018-A,"Shaun, Sam",26-Feb-18,3,180,100,Y,NA,Y,Y,238,Peromyscus,californicus,51,10,41,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2018,NA,"Benji, Gabbie",18-Nov-18,2,140,140,Y,NA,Y,Y,238,Peromyscus,californicus,65,8,57,adult,non-reproductive,F,NA,150,NA,25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2018,NA,"Chris, Genie",19-Nov-18,3,140,140,NA,NA,Y,Y,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,J. Smith & H. Pistoni,11-Aug-13,3,60,280,NA,NA,Y,N,241,Peromyscus,truei,19,NA,NA,NA,NA,M,NA,98,NA,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Graham,5-Nov-10,2,180,160,NA,NA,Y,Y,243,Peromyscus,californicus,55,NA,NA,NA,NA,M,NA,145,NA,27,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weight greater than scale (>50g) so put weight at 55g; RECAP NOT FROM THIS EXPERIMENT (243)
spring,2010,2010-B,Leighton & Graham,1-May-10,3,20,100,NA,NA,Y,Y,244,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Yiwe & Brendon,6-Nov-10,3,40,160,NA,NA,Y,N,246,Peromyscus,truei,26,NA,NA,NA,NA,F,NA,92,NA,22,20,NA,NA,NA,NA,Y,NA,NA,NA,NA,Y; LOOKS UNIFORMALY DARK
summer,2013,2013-C,NA,10-Aug-13,2,60,60,NA,NA,Y,N,246,Peromyscus,truei,8,NA,NA,NA,NA,M,NA,68,NA,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,J. Smith & H. Pistoni,11-Aug-13,3,60,80,NA,NA,Y,Y,246,Peromyscus,truei,NA,NA,NA,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; BABY - (ILLEGIBLE) COULD BE WRONG
spring,2013,2013-B,NA,18-May-13,1,160,20,NA,NA,Y,N,248,Peromyscus,truei,22,NA,NA,NA,NA,M,NA,93,NA,22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,NA,20-May-13,3,180,280,NA,NA,Y,Y,248,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,Nikki & Jess,18-May-13,1,20,200,NA,NA,Y,N,250,Peromyscus,truei,20,NA,NA,NA,NA,F,NA,109,NA,22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,Eva & Zach,19-May-13,2,20,200,NA,NA,Y,Y,250,Peromyscus,californicus,NA,NA,NA,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,NA,9-Aug-13,1,20,160,NA,NA,Y,Y,250,Peromyscus,truei,22,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,J. Smith & H. Pistoni,10-Aug-13,2,20,180,NA,NA,Y,Y,250,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,J. Smith & H. Pistoni,11-Aug-13,3,20,180,NA,NA,Y,Y,250,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2010,2010-B,"Yiwei, Tamir",1-May-10,3,180,140,NA,NA,Y,N,251,Peromyscus,truei,36,13,23,NA,NA,M,NA,93,NA,21,17,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
spring,2010,2010-B,"Yiwei, Tamir",1-May-10,3,180,220,NA,NA,Y,Y,252,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,96,NA,22,18,NA,NA,NA,NA,N,NA,NA,NA,NA,Y; OS
spring,2010,2010-B,"Kiri, Yasaman, Kathy",1-May-10,3,160,20,NA,NA,Y,N,253,Peromyscus,californicus,45,NA,NA,NA,NA,M,NA,140,NA,25,20,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
fall,2010,2010-D,Graham & Yiwei,4-Nov-10,1,180,20,NA,NA,Y,Y,253,Peromyscus,californicus,39,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,"Tracy, Vicky, Lauren",6-Nov-10,3,180,20,NA,NA,Y,Y,253,Peromyscus,truei,49,9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Jessica & Matt,12-Nov-12,3,160,20,NA,NA,Y,Y,253,Peromyscus,truei,70,10,60,NA,NA,M,NA,140,NA,26,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,6-Mar-12,1,180,40,NA,NA,Y,Y,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Quin,28-May-12,1,180,20,NA,NA,Y,Y,253,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",6-Sep-12,1,180,20,NA,NA,Y,Y,253,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,NA,18-May-13,1,180,140,NA,NA,Y,N,253,Peromyscus,truei,NA,NA,23,NA,NA,M,NA,100,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,Jess & Maya,19-May-13,2,160,20,NA,NA,Y,Y,253,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DUPLICATE TAG
spring,2013,2013-B,Jess & Maya,19-May-13,2,180,120,NA,NA,Y,Y,253,Peromyscus,truei,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DUPLICATE TAG
summer,2013,2013-C,Rosa & Ariana,11-Aug-13,3,160,20,NA,NA,Y,Y,253,Peromyscus,californicus,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,Eva & Zach,19-May-13,2,20,240,NA,NA,Y,N,254,Peromyscus,truei,32,NA,NA,NA,NA,F,NA,105,NA,22,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,NA,9-Aug-13,1,20,280,NA,NA,Y,Y,254,Peromyscus,truei,21,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,J. Smith & H. Pistoni,11-Aug-13,3,20,280,NA,NA,Y,Y,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,Eva & Zach,19-May-13,2,20,20,NA,NA,Y,N,255,Peromyscus,californicus,46,NA,NA,NA,NA,M,NA,145,NA,27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,31-Jul-09,3,120,260,NA,NA,Y,N,255,Peromyscus,boylii,NA,NA,30,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y. Wang, I Caddick, N. Toavney",2-Feb-11,2,180,20,NA,NA,Y,Y,256,Peromyscus,truei,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA
summer,2014,2014-C,Justine & Quye,5-Aug-14,2,120,280,NA,NA,Y,Y,256,Peromyscus,californicus,47,NA,NA,NA,NA,F,NA,130,NA,26,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,30-Jul-09,2,140,20,NA,NA,Y,N,258,Peromyscus,californicus,NA,NA,36,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,30-Jul-09,2,100,40,NA,NA,Y,N,259,Neotoma,fuscus,NA,NA,117,adult,NA,F,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,31-Jul-09,3,100,40,NA,NA,Y,Y,259,Neotoma,fuscus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Graham & Yiwei,4-Nov-10,1,180,80,NA,NA,Y,Y,260,Peromyscus,californicus,45,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,Leighton,28-Oct-09,2,20,140,NA,NA,Y,Y,261,Peromyscus,boylii,NA,NA,33,adult,NA,F,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,30-Jul-09,2,20,140,NA,NA,Y,N,261,Peromyscus,boylii,NA,NA,26,adult,NA,F,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,Y,NA,NA,"Right ear split, may have had tag"
summer,2009,2009-C,NA,31-Jul-09,3,20,120,NA,NA,Y,Y,261,Peromyscus,boylii,NA,NA,NA,adult,NA,F,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,30-Jul-09,2,20,100,NA,NA,Y,N,262,Peromyscus,boylii,NA,NA,28,adult,NA,F,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"L. Hibbehr, J. Smith",8-Sep-12,3,160,40,NA,NA,Y,Y,263,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,NA,9-Aug-13,1,20,20,NA,NA,Y,N,263,Peromyscus,truei,22,NA,NA,NA,NA,M,NA,112,NA,24,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,J. Smith & H. Pistoni,10-Aug-13,2,20,60,NA,NA,Y,Y,263,Peromyscus,truei,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,J. Smith & H. Pistoni,11-Aug-13,3,40,40,NA,NA,Y,Y,263,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,29-Jul-09,1,180,280,NA,NA,Y,N,264,Peromyscus,boylii,NA,NA,28,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,30-Jul-09,2,180,260,NA,NA,Y,Y,264,Peromyscus,boylii,NA,NA,NA,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,M.H & Y.W,18-May-13,1,140,280,NA,NA,Y,N,265,Peromyscus,truei,43,15,28,NA,NA,F,NA,92,NA,22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Ariana & Rosa,10-Aug-13,2,120,280,NA,NA,Y,Y,265,Peromyscus,truei,28,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Rosa & Ariana,11-Aug-13,3,120,280,NA,NA,Y,Y,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2010,2010-B,"Yiwei, Tamir",1-May-10,3,180,60,NA,NA,Y,Y,266,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,NA,NA,23,21,NA,NA,NA,NA,Y,NA,NA,NA,NA,Y; OS; TAIL MANGLED
fall,2010,2010-D,Graham,5-Nov-10,2,160,100,NA,NA,Y,Y,266,Peromyscus,truei,44,14.5,29.5,NA,NA,F,NA,82,NA,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; RECAP NOT FROM THIS EXPERIMENT (266); TAIL A LITTLE STUMPY; WEIGHED W/ EAR TAG
winter,2011,2011-A,"Y. Wang, I Caddick, N. Toavney",2-Feb-11,2,180,80,NA,NA,Y,Y,266,Peromyscus,truei,31,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; ORANGE FLAG
spring,2011,2011-B,Yiwe & Nick T.,4-May-11,3,180,60,NA,NA,Y,Y,266,Peromyscus,truei,33,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,6-May-11,1,180,60,NA,NA,Y,Y,266,Peromyscus,truei,33,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2010,2010-B,"Yiwei, Tamir",1-May-10,3,180,20,NA,NA,Y,Y,267,Peromyscus,californicus,57,9,48,NA,lactating,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,4-May-11,3,180,20,NA,NA,Y,NA,267,Peromyscus,californicus,47,NA,NA,NA,lactating,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,6-May-11,1,180,20,NA,NA,Y,NA,267,Peromyscus,californicus,47,NA,NA,NA,lactating,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,NA,9-Aug-13,1,60,280,NA,NA,Y,N,267,Peromyscus,californicus,30,NA,NA,NA,NA,M,NA,117,NA,24,21,NA,NA,NA,NA,NA,NA,N,NA,NA,Y; EAR RIPPED (RIGHT)
summer,2013,2013-C,J. Smith & H. Pistoni,11-Aug-13,3,40,280,NA,NA,Y,Y,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,"Yiwei, Kiri, Dana, Yasaman",27-Oct-09,1,180,100,NA,NA,Y,Y,268,Peromyscus,californicus,NA,NA,46,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,29-Jul-09,1,140,100,NA,NA,Y,N,268,Peromyscus,californicus,NA,NA,39,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,30-Jul-09,2,160,100,NA,NA,Y,Y,268,Peromyscus,californicus,NA,NA,NA,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
spring,2010,2010-B,"Yiwei, Tamir",1-May-10,3,120,80,NA,NA,Y,Y,269,Peromyscus,californicus,70,11.5,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA
fall,2010,2010-D,Kathlyn Franco,4-Nov-10,1,120,260,NA,NA,Y,Y,269,Peromyscus,californicus,55,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weight greater than scale (>50g) so put weight at 55g
winter,2011,2011-A,"Y Wang, & B Lehman",4-Feb-11,1,120,260,NA,NA,Y,Y,269,Peromyscus,californicus,61,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,4-May-11,3,160,240,NA,NA,Y,Y,269,Peromyscus,californicus,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,5-May-11,2,160,240,NA,NA,Y,Y,269,Peromyscus,californicus,85,32,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,6-May-11,1,160,240,NA,NA,Y,Y,269,Peromyscus,californicus,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Rosa & Ariana,11-Aug-13,3,140,20,NA,NA,Y,N,269,Peromyscus,californicus,33,NA,NA,NA,NA,M,NA,121,NA,24,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,29-Jul-09,1,140,220,NA,NA,Y,N,270,Peromyscus,boylii,NA,NA,20,adult,NA,F,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,31-Jul-09,3,140,220,NA,NA,Y,Y,270,Peromyscus,boylii,NA,NA,NA,adult,NA,F,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,"Kiri, Yiwei, Gage",29-Oct-09,3,120,260,NA,NA,Y,Y,271,Peromyscus,boylii,NA,NA,28,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,29-Jul-09,1,140,240,NA,NA,Y,N,271,Peromyscus,boylii,NA,NA,26,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,30-Jul-09,2,160,280,NA,NA,Y,Y,271,Peromyscus,boylii,NA,NA,NA,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,31-Jul-09,3,160,280,NA,NA,Y,Y,271,Peromyscus,boylii,NA,NA,NA,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,Chris Lay,27-Oct-09,1,120,260,NA,NA,Y,Y,272,Peromyscus,boylii,NA,NA,28,adult,NA,F,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,"Kiri, Yiwei, Gage",29-Oct-09,3,100,160,NA,NA,Y,Y,272,Peromyscus,boylii,NA,NA,NA,adult,NA,F,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,29-Jul-09,1,60,20,NA,NA,Y,N,273,Peromyscus,boylii,NA,NA,29.5,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,30-Jul-09,2,40,20,NA,NA,Y,Y,273,Peromyscus,boylii,NA,NA,NA,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,31-Jul-09,3,40,20,NA,NA,Y,Y,273,Peromyscus,boylii,NA,NA,NA,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
spring,2010,2010-B,"Chris Lay, Kathlyn",30-Apr-10,2,80,20,NA,NA,Y,Y,276,Peromyscus,truei,25,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2010,2010-B,Leighton & Graham,1-May-10,3,80,20,NA,NA,Y,Y,276,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; CAUGHT EARLIER THIS WEEK
spring,2016,2016-B,Rachale Greenfield & Tina Cheng,30-Apr-16,1,120,60,NA,NA,Y,Y,277,Peromyscus,californicus,50,10,40,adult,NA,F,95,130,NA,27,19,1,Y,0,1,NA,NA,Y,NA,N,Y; STILL HEALING FROM 2 PUNCHES (NO EP)
winter,2017,2017-A,"Chris Law, Sam Sambado",13-Feb-17,3,20,240,NA,NA,Y,NA,277,Peromyscus,californicus,57,10,47,adult,non-reproductive,M,NA,132,5,24,19,NA,NA,0,0,NA,NA,NA,NA,NA,NA
