quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id,genus,species,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments,dead,no_tag,no_tag_reason,tag_no,tag_no_new,tag_prefix,tag_id_new,date_dist,trap_dist,FE_startdate,FE_datediff,date_dist_no,tag_prefix_new,FEtag_change,new_tag,n,tag_group,tag_no_prefix,tag_id_change
summer,2012,2012-C,Justine Smith & Rachel Brown,2012-09-07,2,60,280,NA,NA,y,y,32,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0032,32,NA,0032,100,28.284271247461902,2018-11-17,-2262,100,NA,NA,n,NA,1,0,n
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,80,260,NA,NA,y,y,32,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0032,32,NA,0032,1,28.284271247461902,2018-11-17,-2261,1,NA,NA,n,NA,1,0,n
fall,2012,2012-D,Vaughon & Rachel,2012-11-11,2,80,280,NA,NA,y,y,32,Peromyscus,truei,NA,NA,32,NA,NA,M,NA,101,NA,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; BI-COLORED TAIL,NA,NA,NA,0032,32,NA,0032,64,20,2018-11-17,-2197,64,NA,NA,y,1,1,0,n
fall,2010,2010-D,Kathlyn Franco,2010-11-04,1,120,200,NA,NA,y,n,33,Peromyscus,californicus,NA,NA,NA,NA,lactating,F,NA,130,NA,26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weight greater than scale (>50g) so put weight at 55g,NA,NA,NA,0033,33,NA,0033,NA,NA,2018-11-17,-2935,NA,NA,NA,y,1,1,0,n
fall,2010,2010-D,Graham,2010-11-05,2,140,160,NA,NA,y,y,33,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0033,33,NA,0033,1,44.721359549995796,2018-11-17,-2934,1,NA,NA,n,NA,1,0,n
winter,2011,2011-A,NA,2011-02-03,2,180,160,NA,NA,y,y,33,Peromyscus,truei,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET,NA,NA,NA,0033,33,NA,0033,90,40,2018-11-17,-2844,90,NA,NA,n,NA,1,0,n
winter,2011,2011-A,"Y Wang, & B Lehman",2011-02-04,3,160,200,NA,NA,y,y,33,Peromyscus,californicus,NA,NA,45,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0033,33,NA,0033,1,44.721359549995796,2018-11-17,-2843,1,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Nick T & Ian,2011-05-05,2,120,120,NA,NA,y,y,33,Peromyscus,californicus,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0033,33,NA,0033,90,89.44271909999159,2018-11-17,-2753,90,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,1,80,80,NA,NA,y,n,34,Peromyscus,truei,NA,NA,NA,NA,NA,M,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0034,34,NA,0034,NA,NA,2018-11-17,-2754,NA,NA,NA,y,1,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,3,80,80,NA,NA,y,n,34,Peromyscus,truei,NA,NA,NA,NA,NA,M,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0034,34,NA,0034,2,0,2018-11-17,-2752,2,NA,NA,n,NA,1,0,n
fall,2010,2010-D,Graham,2010-11-05,2,180,40,NA,NA,y,n,35,Peromyscus,truei,NA,NA,22,NA,NA,M,NA,105,NA,24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0035,35,NA,0035,NA,NA,2018-11-17,-2934,NA,NA,NA,y,1,1,0,n
fall,2010,2010-D,"Tracy, Vicky, Lauren",2010-11-06,3,180,120,NA,NA,y,y,35,Peromyscus,truei,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0035,35,NA,0035,1,80,2018-11-17,-2933,1,NA,NA,n,NA,1,0,n
fall,2010,2010-D,NA,2010-11-07,4,180,120,NA,NA,y,y,35,Peromyscus,truei,NA,NA,30,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0035,35,NA,0035,1,0,2018-11-17,-2932,1,NA,NA,n,NA,1,0,n
winter,2011,2011-A,"Y. Wang, I Caddick, N. Toavney",2011-02-02,1,180,100,NA,NA,y,NA,35,Peromyscus,truei,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y; TORPOR, TRIED TO WARM LEFT AT 20-80",NA,NA,NA,0035,35,NA,0035,87,20,2018-11-17,-2845,87,NA,NA,n,NA,1,0,n
summer,2012,2012-C,J. Smith,2012-09-07,2,180,60,NA,NA,y,n,35,Peromyscus,californicus,NA,NA,NA,NA,NA,F,NA,115,NA,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0035,35,NA,0035,583,40,2018-11-17,-2262,583,NA,NA,n,NA,1,0,n
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,40,NA,NA,y,n,35,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,90,NA,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0035,35,NA,0035,1,20,2018-11-17,-2261,1,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,1,120,60,NA,NA,y,n,36,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0036,36,NA,0036,NA,NA,2018-11-17,-2754,NA,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,1,140,60,NA,NA,y,n,36,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0036,36,NA,0036,0,20,2018-11-17,-2754,0,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Nick T & Ian,2011-05-05,2,40,60,NA,NA,y,y,36,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; NO TRAP,NA,NA,NA,0036,36,NA,0036,1,100,2018-11-17,-2753,1,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,3,140,60,NA,NA,y,n,36,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0036,36,NA,0036,1,100,2018-11-17,-2752,0,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,3,120,60,NA,NA,n,n,36,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0036,36,NA,0036,0,20,2018-11-17,-2752,1,NA,NA,NA,NA,1,0,n
spring,2012,2012-B,Chris & Quin,2012-05-28,1,160,40,NA,NA,y,y,36,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,90,NA,21,15,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,0036,36,NA,0036,388,44.721359549995796,2018-11-17,-2364,388,NA,NA,n,NA,1,0,n
spring,2012,2012-B,Chris & Quin,2012-05-29,2,160,60,NA,NA,y,y,36,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0036,36,NA,0036,1,20,2018-11-17,-2363,1,NA,NA,n,NA,1,0,n
spring,2012,2012-B,Chris & Sam,2012-05-30,3,180,40,NA,NA,y,y,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0036,36,NA,0036,1,28.284271247461902,2018-11-17,-2362,1,NA,NA,n,NA,1,0,n
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",2012-09-06,1,180,60,NA,NA,y,y,36,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0036,36,NA,0036,99,20,2018-11-17,-2263,99,NA,NA,n,NA,1,0,n
summer,2012,2012-C,J. Smith,2012-09-07,2,180,40,NA,NA,y,y,36,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0036,36,NA,0036,1,20,2018-11-17,-2262,1,NA,NA,n,NA,1,0,n
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,60,NA,NA,y,y,36,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0036,36,NA,0036,1,20,2018-11-17,-2261,1,NA,NA,n,NA,1,0,n
fall,2012,2012-D,Jessica R. & Justine,2012-11-10,1,180,40,NA,NA,y,y,36,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,100,NA,25,20,1,Y,NA,NA,NA,NA,NA,NA,NA,Y; TICK ABOVE EYE,NA,NA,NA,0036,36,NA,0036,63,20,2018-11-17,-2198,63,NA,NA,y,1,1,0,n
fall,2012,2012-D,"Matt, Jessica, Denn",2012-11-11,2,140,40,NA,NA,y,y,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0036,36,NA,0036,1,40,2018-11-17,-2197,1,NA,NA,n,NA,1,0,n
fall,2012,2012-D,Jessica & Matt,2012-11-12,3,160,40,NA,NA,y,y,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Y,NA,NA,NA,NA,NA,NA,NA,Y; TICK ABOVE THE EYE,NA,NA,NA,0036,36,NA,0036,1,20,2018-11-17,-2196,1,NA,NA,n,NA,1,0,n
spring,2012,2012-B,Chris & Quin,2012-05-28,1,180,280,NA,NA,y,n,37,Peromyscus,truei,NA,NA,NA,NA,NA,M,NA,90,NA,20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0037,37,NA,0037,NA,NA,2018-11-17,-2364,NA,NA,NA,y,1,1,0,n
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",2012-09-06,1,160,280,NA,NA,y,y,37,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0037,37,NA,0037,101,20,2018-11-17,-2263,101,NA,NA,n,NA,1,0,n
summer,2012,2012-C,J. Smith,2012-09-07,2,180,280,NA,NA,y,y,37,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0037,37,NA,0037,1,20,2018-11-17,-2262,1,NA,NA,n,NA,1,0,n
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,280,NA,NA,y,y,37,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0037,37,NA,0037,1,0,2018-11-17,-2261,1,NA,NA,n,NA,1,0,n
fall,2010,2010-D,Kathlyn Franco,2010-11-04,1,40,140,NA,NA,y,n,39,Peromyscus,truei,NA,NA,24,NA,NA,M,NA,103,NA,24,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0039,39,NA,0039,NA,NA,2018-11-17,-2935,NA,NA,NA,y,1,1,0,n
fall,2010,2010-D,Grham Reelwan,2010-11-05,2,40,160,NA,NA,y,y,39,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0039,39,NA,0039,1,20,2018-11-17,-2934,1,NA,NA,n,NA,1,0,n
winter,2011,2011-A,NA,2011-02-03,2,140,140,NA,NA,y,y,39,Peromyscus,truei,NA,NA,28,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET,NA,NA,NA,0039,39,NA,0039,90,101.9803902718557,2018-11-17,-2844,90,NA,NA,n,NA,1,0,n
spring,2012,2012-B,Chris & Sam,2012-05-30,3,180,280,NA,NA,y,y,39,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0039,39,NA,0039,482,145.60219778561037,2018-11-17,-2362,482,NA,NA,n,NA,1,0,n
winter,2012,2012-A,NA,2012-03-05,1,180,220,NA,NA,y,y,40,Peromyscus,truei,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET,NA,NA,NA,0040,40,NA,0040,NA,NA,2018-11-17,-2448,NA,NA,NA,n,NA,1,0,n
winter,2012,2012-A,NA,2012-03-08,4,160,220,NA,NA,y,n,40,NA,NA,NA,NA,NA,NA,NA,M,NA,85,NA,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0040,40,NA,0040,3,20,2018-11-17,-2445,3,NA,NA,n,NA,1,0,n
spring,2012,2012-B,Chris & Quin,2012-05-28,1,180,260,NA,NA,y,y,40,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0040,40,NA,0040,81,44.721359549995796,2018-11-17,-2364,81,NA,NA,n,NA,1,0,n
spring,2012,2012-B,Chris & Quin,2012-05-29,2,180,240,NA,NA,y,y,40,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0040,40,NA,0040,1,20,2018-11-17,-2363,1,NA,NA,n,NA,1,0,n
spring,2012,2012-B,Chris & Sam,2012-05-30,3,160,160,NA,NA,y,y,40,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0040,40,NA,0040,1,82.46211251235322,2018-11-17,-2362,1,NA,NA,n,NA,1,0,n
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",2012-09-06,1,40,280,NA,NA,y,y,40,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0040,40,NA,0040,99,169.7056274847714,2018-11-17,-2263,99,NA,NA,n,NA,1,0,n
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",2012-09-06,1,160,160,NA,NA,y,y,40,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0040,40,NA,0040,0,169.7056274847714,2018-11-17,-2263,0,NA,NA,n,NA,1,0,n
fall,2012,2012-D,Jessica R. & Justine,2012-11-10,1,180,120,NA,NA,y,y,40,Peromyscus,truei,NA,NA,NA,NA,NA,M,NA,95,NA,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0040,40,NA,0040,65,44.721359549995796,2018-11-17,-2198,65,NA,NA,y,1,1,0,n
fall,2012,2012-D,Jessica & Matt,2012-11-12,3,160,120,NA,NA,y,y,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0040,40,NA,0040,2,20,2018-11-17,-2196,2,NA,NA,n,NA,1,0,n
summer,2013,2013-C,Jessica & Courtney,2013-08-09,1,80,260,NA,NA,y,y,41,Peromyscus,truei,NA,NA,23,NA,NA,F,NA,104,NA,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0041,41,NA,0041,NA,NA,2018-11-17,-1926,826,NA,NA,y,2,2,0,n
fall,2010,2010-D,Kathlyn Franco,2010-11-04,1,120,20,NA,NA,y,n,42,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,101,NA,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0042,42,NA,0042,NA,NA,2018-11-17,-2935,NA,NA,NA,y,1,1,0,n
fall,2010,2010-D,Yiwe & Brendon,2010-11-06,3,60,20,NA,NA,y,n,43,Peromyscus,truei,NA,NA,20,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0043,43,NA,0043,NA,NA,2018-11-17,-2933,NA,NA,NA,y,1,1,0,n
fall,2010,2010-D,NA,2010-11-07,4,60,20,NA,NA,y,n,43,Peromyscus,truei,NA,NA,29,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0043,43,NA,0043,1,0,2018-11-17,-2932,1,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,1,100,20,NA,NA,y,y,43,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0043,43,NA,0043,178,40,2018-11-17,-2754,178,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Leiyhton,2011-05-05,2,100,20,NA,NA,y,y,43,Peromyscus,truei,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; BLACK <1/2,NA,NA,NA,0043,43,NA,0043,1,0,2018-11-17,-2753,1,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,3,100,20,NA,NA,y,y,43,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0043,43,NA,0043,1,0,2018-11-17,-2752,1,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,1,120,220,NA,NA,y,n,44,Peromyscus,californicus,NA,NA,NA,NA,NA,M,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0044,44,NA,0044,NA,NA,2018-11-17,-2754,NA,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Leiyhton,2011-05-05,2,180,200,NA,NA,y,y,44,Peromyscus,truei,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0044,44,NA,0044,1,63.245553203367585,2018-11-17,-2753,1,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,3,120,220,NA,NA,y,n,44,Peromyscus,californicus,NA,NA,NA,NA,NA,M,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0044,44,NA,0044,1,63.245553203367585,2018-11-17,-2752,1,NA,NA,n,NA,1,0,n
winter,2012,2012-A,NA,2012-03-08,4,160,20,NA,NA,y,n,44,NA,NA,NA,NA,NA,NA,NA,M,NA,105,NA,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0044,44,NA,0044,307,203.9607805437114,2018-11-17,-2445,307,NA,NA,n,NA,1,0,n
fall,2017,2017-D,Alex Jones,2017-11-20,3,40,260,NA,NA,y,y,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0044,44,NA,0044,2083,268.32815729997475,2018-11-17,-362,2,NA,NA,y,1,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,1,140,240,NA,NA,y,n,45,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,NA,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0045,45,NA,0045,NA,NA,2018-11-17,-2754,NA,NA,NA,n,NA,1,0,n
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,3,140,240,NA,NA,y,n,45,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,NA,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0045,45,NA,0045,2,0,2018-11-17,-2752,2,NA,NA,n,NA,1,0,n
summer,2012,2012-C,NA,2012-09-08,3,60,20,NA,NA,y,y,45,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0045,45,NA,0045,491,234.0939982143925,2018-11-17,-2261,491,NA,NA,n,NA,1,0,n
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,20,NA,NA,y,y,45,Peromyscus,californicus,NA,NA,41,NA,NA,F,NA,105,NA,23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; TAIL STUB/ PARTLY MISSING,NA,NA,NA,0045,45,NA,0045,63,20,2018-11-17,-2198,63,NA,NA,y,1,1,0,n
fall,2010,2010-D,Graham,2010-11-05,2,160,80,NA,NA,y,n,46,Peromyscus,truei,NA,NA,30,NA,NA,M,NA,98,NA,23,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0046,46,NA,0046,NA,NA,2018-11-17,-2934,NA,NA,NA,n,NA,1,0,n
fall,2013,2013-D,"Rosa, Whitney, Sam",2013-11-16,1,20,20,NA,NA,y,n,46,Peromyscus,truei,NA,NA,29,adult,NA,F,NA,94,NA,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doesn’t look like PeBo, PeCa, or PeMa",NA,NA,NA,0046,46,NA,0046,1107,152.31546211727817,2018-11-17,-1827,1107,NA,NA,y,1,1,0,n
summer,2010,2010-C,NA,2010-08-02,3,60,280,NA,NA,y,n,47,Peromyscus,truei,NA,NA,30,adult,lactating,F,NA,115,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lactating,NA,NA,NA,0047,47,NA,0047,NA,NA,2018-11-17,-3029,NA,NA,NA,n,NA,1,0,n
spring,2012,2012-B,Chris & Quin,2012-05-29,2,180,20,NA,NA,y,n,47,Peromyscus,californicus,NA,NA,NA,NA,NA,F,NA,130,NA,26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0047,47,NA,0047,666,286.35642126552705,2018-11-17,-2363,666,NA,NA,y,1,1,0,n
spring,2009,2009-B,NA,2009-04-29,1,180,20,NA,NA,y,n,49,Peromyscus,californicus,NA,NA,44,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,Recapture from March,NA,NA,NA,0049,49,NA,0049,NA,NA,2018-11-17,-3489,NA,NA,NA,n,NA,1,0,n
summer,2009,2009-C,NA,2009-07-29,1,180,40,NA,NA,y,y,49,Peromyscus,californicus,NA,NA,45,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0049,49,NA,0049,91,20,2018-11-17,-3398,91,NA,NA,n,NA,1,0,n
summer,2009,2009-C,NA,2009-07-31,3,180,20,NA,NA,y,y,49,Peromyscus,californicus,NA,NA,NA,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0049,49,NA,0049,2,20,2018-11-17,-3396,2,NA,NA,n,NA,1,0,n
fall,2009,2009-D,"Yiwei, Kiri, Dana, Yasaman",2009-10-27,1,180,40,NA,NA,y,y,49,Peromyscus,californicus,NA,NA,42,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0049,49,NA,0049,88,20,2018-11-17,-3308,88,NA,NA,n,NA,1,0,n
winter,2010,2010-A,NA,2010-01-28,1,180,40,NA,NA,y,y,49,Peromyscus,californicus,NA,NA,51,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0049,49,NA,0049,93,0,2018-11-17,-3215,93,NA,NA,y,1,1,0,n
spring,2015,2015-B,"Jordan, Paulina, & Annette",2015-05-17,2,20,20,NA,NA,y,y,50,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0050,50,NA,0050,NA,NA,2018-11-17,-1280,1082,NA,NA,y,2,2,0,n
spring,2009,2009-B,NA,2009-04-29,1,120,80,NA,NA,y,n,1051,Peromyscus,californicus,NA,NA,35,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,recapture from March,NA,NA,NA,1051,51,NA,0051,NA,NA,2018-11-17,-3489,NA,NA,NA,n,NA,2,0,y
spring,2009,2009-B,NA,2009-04-30,2,120,80,NA,NA,y,y,1051,Peromyscus,californicus,NA,NA,35,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051,51,NA,0051,1,0,2018-11-17,-3488,1,NA,NA,n,NA,2,0,y
summer,2009,2009-C,NA,2009-07-29,1,40,120,NA,NA,y,y,1051,Peromyscus,californicus,NA,NA,41,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051,51,NA,0051,90,89.44271909999159,2018-11-17,-3398,90,NA,NA,n,NA,2,0,y
summer,2009,2009-C,NA,2009-07-30,2,120,80,NA,NA,y,y,1051,Peromyscus,californicus,NA,NA,42,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051,51,NA,0051,1,89.44271909999159,2018-11-17,-3397,1,NA,NA,n,NA,2,0,y
summer,2009,2009-C,NA,2009-07-31,3,20,140,NA,NA,y,y,1051,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051,51,NA,0051,1,116.61903789690601,2018-11-17,-3396,1,NA,NA,n,NA,2,0,y
