quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id_old,tag_id,genus,species,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments
summer,2013,2013-C,Rosa & Ariana,8/11/13,3,120,80,NA,NA,Y,Y,485,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2013,2013-D,"Ariana, Bryan",11/16/13,1,120,60,NA,NA,Y,Y,485,485,Peromyscus,boylii,25,NA,25,adult,NA,F,NA,95,NA,20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2013,2013-D,"Rosa, Laura",11/18/13,3,160,40,NA,NA,Y,Y,485,485,Peromyscus,boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/10/13,2,180,140,NA,NA,Y,N,486,486,Peromyscus,boylii,26,NA,26,adult,NA,F,NA,90,NA,22,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/11/13,3,180,140,NA,NA,Y,Y,486,486,Peromyscus,boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,Jess & Maya,5/19/13,2,180,180,NA,NA,Y,Y,486,486,Peromyscus,truei,28,NA,NA,NA,NA,F,NA,96,NA,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Jessica & Courtney,8/9/13,1,180,120,NA,NA,Y,Y,486,486,Peromyscus,truei,34,10,24,NA,NA,F,NA,102,NA,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/10/13,2,160,40,NA,NA,Y,N,487,487,Peromyscus,boylii,25,NA,25,adult,NA,M,NA,80,NA,21,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,NA,5/20/13,3,180,80,NA,NA,Y,Y,487,487,Peromyscus,truei,17,NA,NA,NA,NA,F,NA,98,NA,22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,M.H & Y.W,5/18/13,1,120,100,NA,NA,Y,N,488,488,Peromyscus,californicus,42,NA,NA,NA,NA,M,NA,130,NA,23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Jessica & Robyn,8/10/13,2,140,60,NA,NA,Y,Y,488,488,Peromyscus,californicus,43,NA,NA,NA,NA,F,NA,129,NA,24,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,M.H & Y.W,5/18/13,1,80,80,NA,NA,Y,N,489,489,Peromyscus,truei,21,NA,NA,NA,NA,F,NA,99,NA,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,Maycee & Rachel,5/20/13,3,80,80,NA,NA,Y,Y,489,489,Peromyscus,truei,20,NA,NA,NA,NA,F,NA,92,NA,20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,M.H & Y.W,5/18/13,1,100,60,NA,NA,Y,N,490,490,Peromyscus,truei,20,NA,NA,NA,NA,F,NA,47,NA,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,Maycee & Rachel,5/20/13,3,80,60,NA,NA,Y,Y,490,490,Peromyscus,truei,23,NA,NA,NA,NA,F,NA,190,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,"Vanessa, Jessica, Savannah",11/7/15,1,100,140,NA,NA,Y,N,492,492,Peromyscus,truei,35,9,26,adult,NA,M,74,102,NA,25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,"Tina C, Vanessa Cabrera, & Zach Kay",11/8/15,2,140,140,NA,NA,Y,Y,492,492,Peromyscus,NA,30,9,21,juvenile,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,M.H & Y.W,5/18/13,1,100,260,NA,NA,Y,N,493,493,Peromyscus,truei,22,NA,NA,NA,NA,M,NA,100,NA,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,J. Smith & E. McDonell,5/19/13,2,100,260,NA,NA,Y,Y,493,493,Peromyscus,truei,24,NA,NA,NA,NA,M,NA,92,NA,25,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,Maycee & Rachel,5/20/13,3,120,280,NA,NA,Y,Y,493,493,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Jessica & Courtney,8/9/13,1,120,240,NA,NA,Y,Y,493,493,Peromyscus,truei,31,10,21,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Ariana & Rosa,8/10/13,2,100,280,NA,NA,Y,Y,493,493,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Rosa & Ariana,8/11/13,3,100,280,NA,NA,Y,Y,493,493,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2013,2013-D,"Sam Hargrove, Whitney, Justine, Odile",11/18/13,3,100,280,NA,NA,Y,Y,493,493,Peromyscus,boylii,20,NA,20,adult,NA,M,NA,95,NA,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2014,2014-C,Justine,8/4/14,1,80,260,NA,NA,Y,Y,493,493,Peromyscus,truei,26,NA,NA,NA,NA,M,NA,114,NA,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y; FLUFF WRAPPED AROUND (ILLEGIBLE), TAIL SKIN GONE WHERE FLUFF WRAPPED, COULD NOT GET ALL FLUFF APR(ILLLEGIBLE?)"
summer,2014,2014-C,NA,8/5/14,2,140,220,NA,NA,Y,Y,493,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2014,2014-D,Maycee & Leah,11/16/14,3,100,260,NA,NA,Y,Y,493,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2015,2015-A,Kelsey & Justin,2/14/15,1,160,280,NA,NA,Y,Y,493,493,Peromyscus,truei,26,NA,NA,NA,NA,M,NA,67,NA,28,21,5,Y,NA,NA,NA,NA,NA,NA,NA,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2/15/15,2,160,280,NA,NA,Y,Y,493,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2015,2015-A,Tina & Bilad,2/16/15,3,140,280,NA,NA,Y,Y,493,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Alexandra L, Allie M, & Tina C",5/16/15,1,100,280,NA,NA,Y,Y,493,493,Peromyscus,truei,36,9,27,NA,NA,M,NA,70,NA,24,20,2,Y,0,2,NA,NA,NA,NA,NA,Y; 1 TICK FULLY ENGORGED; 1 PARTIALLY ENGORGED
spring,2015,2015-B,Jordan & Alex,5/18/15,3,100,280,NA,NA,Y,Y,493,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015,2015-B,"Tina, Allie, Alexandra",7/17/15,2,140,280,NA,NA,Y,Y,493,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,M.H & Y.W,5/18/13,1,120,60,NA,NA,Y,NA,494,494,Peromyscus,californicus,39,NA,NA,NA,NA,M,NA,131,NA,26,22,NA,NA,NA,NA,NA,NA,Y,NA,NA,"Y; RIPPED RIGHT EAR, WE TAG LEFT"
fall,2013,2013-D,"Megan, Whitney",11/17/13,2,20,20,NA,NA,Y,N,495,495,Peromyscus,boylii,25,NA,25,adult,NA,M,NA,85,NA,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2016,2016-B,"Lil, G-Nat, Va-nessa, Mat",5/1/16,2,160,240,NA,NA,Y,Y,495,495,NA,NA,33,10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2016,2016-B,Tina Cheng,5/2/16,3,140,240,NA,NA,Y,Y,495,495,Peromyscus,truei,NA,NA,NA,adult,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/10/13,2,180,180,NA,NA,Y,N,496,496,Peromyscus,boylii,23,NA,23,adult,NA,M,NA,91,NA,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/10/13,2,180,40,NA,NA,Y,N,497,1497,Peromyscus,boylii,20,NA,20,adult,NA,F,NA,92,NA,25,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/11/13,3,180,40,Y,bait stolen,Y,Y,497,1497,Peromyscus,boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROBBED
spring,2013,2013-B,NA,5/18/13,1,180,80,NA,NA,Y,Y,497,1497,Peromyscus,truei,20,NA,NA,NA,NA,F,NA,90,NA,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Jessica & Courtney,8/9/13,1,180,80,NA,NA,Y,Y,497,1497,Peromyscus,truei,33,10,23,NA,NA,F,NA,100,NA,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Jessica & Robyn,8/10/13,2,140,80,NA,NA,Y,Y,497,1497,Peromyscus,truei,24,NA,NA,NA,NA,F,NA,97,NA,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2014,2014-D,Maycee & Leah,11/16/14,3,120,20,NA,NA,Y,Y,497,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/9/13,1,160,260,NA,NA,Y,Y,498,498,Peromyscus,californicus,44,NA,44,adult,NA,F,NA,142,NA,29,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,TORN EAR
winter,2013,2013-A,NA,2/10/13,2,120,260,NA,NA,Y,Y,498,498,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,Jess & Maya,5/19/13,2,160,280,NA,NA,Y,Y,498,498,Peromyscus,californicus,44,NA,NA,NA,NA,M,NA,152,NA,28,20,NA,NA,NA,NA,NA,NA,Y,NA,NA,Y; TORN RIGHT EAR
summer,2013,2013-C,Jessica & Courtney,8/9/13,1,160,280,NA,NA,Y,Y,498,498,Peromyscus,truei,54,10,44,NA,NA,M,NA,140,NA,27,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Jessica & Matt,11/12/12,3,160,200,NA,NA,Y,N,499,499,Peromyscus,truei,40,10,30,NA,NA,F,NA,85,NA,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Jessica & Courtney,8/9/13,1,160,40,NA,NA,Y,Y,499,499,Peromyscus,californicus,49,10,39,NA,NA,M,NA,135,NA,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11/11/12,2,180,100,NA,NA,Y,N,500,500,Peromyscus,truei,25,NA,NA,NA,NA,F,NA,82,NA,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2017,2017-A,Tina Cheng,2/13/17,3,140,240,NA,NA,Y,Y,502,502,Peromyscus,californicus,56,10,46,adult,NA,F,NA,140,7,24,20,0,N,0,0,NA,NA,NA,NA,NA,Y; WHITE-TIPPED TAIL
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",4/14/17,1,20,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,Justine Smith & Rachel Brown,9/7/12,2,40,20,NA,NA,Y,N,505,505,Peromyscus,californicus,50,NA,NA,NA,NA,F,NA,125,NA,26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",11/10/12,1,100,20,NA,NA,Y,Y,505,505,Peromyscus,californicus,75,30,45,NA,NA,F,NA,115,NA,25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Vaughon & Rachel,11/11/12,2,100,20,NA,NA,Y,Y,505,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,J. Smith,9/7/12,2,180,220,NA,NA,Y,Y,511,511,Peromyscus,truei,30,NA,NA,NA,NA,M,NA,105,NA,21,20,NA,NA,NA,NA,NA,NA,Y,NA,NA,Y; EAR RIPPED OUT; NEW TAG NUMBER
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11/11/12,2,180,280,NA,NA,Y,Y,511,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2015,2015-C,Allie,8/1/15,1,180,220,NA,NA,Y,Y,512,512,Peromyscus,californicus,43,13,30,juvenile,NA,NA,NA,112,NA,19,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,J. Smith,9/7/12,2,180,80,NA,NA,Y,N,513,513,Peromyscus,californicus,40,NA,NA,NA,NA,M,NA,130,NA,26,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2015,2015-A,"Maycee, & Savannah",2/14/15,1,20,20,NA,NA,Y,N,514,514,Peromyscus,truei,40,NA,NA,NA,NA,M,NA,145,NA,26,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; PHOTO 8682; *BAG 6G
winter,2015,2015-A,Justine,2/15/15,2,40,20,NA,NA,Y,Y,514,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Jordan, Paulina, & Annette",5/17/15,2,40,20,NA,NA,Y,Y,514,514,Peromyscus,californicus,40,NA,NA,NA,NA,M,NA,146,NA,29,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,"Vanessa, Jessica, Savannah",11/7/15,1,20,20,NA,NA,Y,Y,514,514,Peromyscus,californicus,51,9,42,adult,NA,M,107,145,NA,24,21,0,N,0,0,Y,N,NA,NA,NA,NA
fall,2015,2015-D,"J.S, & N.N",11/10/15,3,20,20,NA,NA,Y,NA,514,514,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y; NOTE: NOV 9, 2015 -> RAIN, SO 3RD DAY RESCHEDULED FOR NOV. 10, 2015"
fall,2014,2014-D,Tina Cheng & Mollie King,11/15/14,2,60,100,NA,NA,Y,N,515,515,Peromyscus,californicus,54,11,45,NA,NA,F,NA,135,NA,26,20,1,Y,0,1,NA,NA,NA,NA,NA,Y; TICK COLLECTED
fall,2014,2014-D,Eva & Mollie,11/16/14,3,40,180,NA,NA,Y,Y,515,515,Peromyscus,californicus,44,NA,NA,NA,NA,M,NA,125,NA,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Jordan, & Paulina",5/16/15,1,180,240,NA,NA,Y,Y,517,517,Peromyscus,truei,29,9,20,NA,NA,F,NA,105,NA,25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; MISSING TAG; RETAGGED
spring,2015,2015-B,Tony K & Tina C,5/18/15,3,180,280,NA,NA,Y,Y,517,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Y; TAG HANGING OFF RIPPED EAR FROM PREVIOUS DAY
NA,2015,2015-B,"Tina, Allie, Alexandra",7/17/15,2,180,280,NA,NA,Y,Y,517,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2015,2015-C,Tina & Kat,8/2/15,2,140,200,NA,NA,Y,Y,517,517,Peromyscus,truei,46,14,32,adult,NA,F,NA,112,NA,22,20,NA,NA,NA,NA,Y,Y,Y,NA,NA,NA
summer,2015,2015-C,Tina Cheng,8/3/15,3,160,200,NA,NA,Y,Y,517,517,Peromyscus,truei,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,"JS, NN, DS",11/7/15,1,160,240,NA,NA,Y,Y,517,517,Peromyscus,californicus,65,10,55,adult,NA,F,NA,109,NA,22,19,NA,NA,NA,NA,N,Y,NA,NA,NA,Y; BAG POOP
fall,2015,2015-D,"Tina C, Vanessa Cabrera, & Zach Kay",11/8/15,2,140,220,NA,NA,Y,Y,517,517,Peromyscus,californicus,NA,NA,NA,adult,lactating,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA
fall,2015,2015-D,Tina C & Allie M,11/10/15,3,120,200,NA,NA,Y,Y,517,517,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2/16/15,3,20,160,NA,NA,Y,N,518,518,Peromyscus,truei,26,NA,NA,NA,NA,M,NA,104,NA,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; WHITE PATCH ON HEAD!
winter,2015,2015-A,Tina & Bilad,2/16/15,3,160,280,NA,NA,Y,N,519,519,Peromyscus,californicus,46,9,37,NA,NA,F,NA,125,NA,24,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/9/13,1,120,260,NA,NA,N,N,520,520,Peromyscus,boylii,25,NA,25,NA,NA,M,NA,101,NA,24,16,NA,NA,NA,NA,NA,NA,Y,NA,NA,BOTH EARS TORN
winter,2013,2013-A,NA,2/10/13,2,120,280,NA,NA,Y,Y,520,520,Peromyscus,boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/11/13,3,120,260,NA,NA,Y,Y,520,520,Peromyscus,boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2013,2013-B,Maycee & Rachel,5/20/13,3,120,200,NA,NA,Y,Y,520,520,Peromyscus,truei,44,17,27,NA,NA,M,NA,107,NA,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Jessica & Courtney,8/9/13,1,80,240,NA,NA,Y,Y,520,520,Peromyscus,truei,38,10,28,NA,NA,M,NA,95,NA,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,J. Smith & H. Pistoni,8/11/13,3,40,240,NA,NA,Y,Y,520,520,Peromyscus,truei,25,NA,NA,NA,NA,M,NA,104,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/10/13,2,40,280,NA,NA,Y,N,521,521,Peromyscus,boylii,34,NA,34,adult,NA,F,NA,111,NA,22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/11/13,3,40,280,NA,NA,Y,Y,521,521,NA,NA,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/11/13,3,60,280,NA,NA,Y,N,521,521,Peromyscus,boylii,33,NA,33,adult,NA,F,NA,99,NA,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2014,2014-D,"Justin, Rosa, Colby",11/14/14,1,180,20,NA,NA,Y,N,522,522,Peromyscus,californicus,39,NA,NA,NA,NA,F,NA,151,NA,25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2014,2014-D,Chatherine & Christian,11/16/14,3,180,20,NA,NA,Y,Y,522,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2014,2014-D,Chatherine & Christian,11/16/14,3,160,80,NA,NA,Y,N,523,523,Peromyscus,californicus,37,NA,NA,NA,NA,M,NA,145,NA,26,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Jessica R. & Justine,11/10/12,1,140,220,NA,NA,Y,N,524,524,Peromyscus,truei,31,NA,NA,NA,NA,M,NA,115,NA,24,20,1,Y,NA,NA,NA,NA,NA,NA,NA,Y; TICK IN EAR
fall,2012,2012-D,Jessica R. & Justine,11/10/12,1,160,20,NA,NA,N,N,525,525,Peromyscus,truei,28,NA,NA,NA,NA,F,NA,105,NA,22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",9/8/12,3,80,40,NA,NA,Y,Y,526,526,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,Justine Smith & Rachel Brown,9/7/12,2,60,220,NA,NA,Y,N,527,527,Peromyscus,truei,17,NA,NA,juvenile,NA,F,NA,100,NA,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",9/8/12,3,40,200,NA,NA,Y,Y,527,527,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2016,2016-B,Vanessa Cabrera & Carly Sanchez,5/2/16,3,20,280,NA,NA,Y,Y,529,529,Peromyscus,truei,35,10,25,adult,NA,F,90,87,NA,23,19,0,N,0,0,NA,NA,NA,NA,NA,Y; TAIL HAS SWELLING
winter,2015,2015-A,"Tina Cheng, & Bilal",2/14/15,1,80,260,NA,NA,Y,N,532,532,Peromyscus,truei,34.9,NA,25,NA,NA,F,NA,196,NA,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2015,2015-A,Maycee Hash & Kelsea Manuel,2/15/15,2,80,260,NA,NA,Y,Y,532,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2/16/15,3,60,280,NA,NA,Y,Y,532,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Alexandra L, Allie M, & Tina C",5/16/15,1,80,240,NA,NA,Y,Y,532,532,Peromyscus,truei,38,9,29,NA,NA,F,NA,105,NA,23,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,Jordan & Alex,5/18/15,3,60,260,NA,NA,Y,Y,532,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015,2015-B,Maya & Alex,7/17/15,2,80,260,NA,NA,Y,Y,532,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; *
summer,2015,2015-C,Allie & Jordan,8/1/15,1,60,260,NA,NA,Y,Y,532,532,Peromyscus,truei,37,10,27,adult,NA,F,NA,117,NA,21,12,2,Y,0,2,NA,NA,NA,NA,NA,NA
summer,2015,2015-C,Tina & Kat,8/2/15,2,80,260,NA,NA,Y,Y,532,532,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,Y,NA,NA
summer,2015,2015-C,Jessica & Savannah Lam,8/3/15,3,40,280,NA,NA,Y,Y,532,532,Peromyscus,truei,18,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,NA,NA
fall,2015,2015-D,"Vanessa, Jessica, Savannah",11/7/15,1,60,280,NA,NA,Y,Y,532,532,Peromyscus,truei,45,9,36,adult,NA,F,95,110,NA,23,21,1,Y,0,0,N,N,NA,NA,NA,Y; NIPPLES? ADULT?
fall,2015,2015-D,Allie & Natalie,11/8/15,2,60,280,NA,NA,Y,Y,532,532,Peromyscus,californicus,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y; EAR PUNC
NA,2015,2015-B,"Tina, Allie, Alexandra",7/17/15,2,160,100,NA,NA,Y,Y,537,537,Peromyscus,truei,30,9,21,NA,NA,F,NA,97,NA,24,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2015,2015-C,"Jordan, Allie, Jessica",8/1/15,1,160,100,NA,NA,Y,Y,537,537,Peromyscus,truei,35,10,25,adult,reproductive,F,NA,110,NA,22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2015,2015-C,Jordan Rnybal,8/2/15,2,180,120,NA,NA,Y,Y,537,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,NA,NA,NA,NA
summer,2015,2015-C,Tina Cheng,8/3/15,3,180,120,NA,NA,Y,Y,537,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,"Tina C, Vanessa Cabrera, & Zach Kay",11/8/15,2,180,120,NA,NA,Y,Y,537,537,Peromyscus,truei,40,9,31,NA,reproductive,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,Tina C & Allie M,11/10/15,3,180,100,NA,NA,Y,Y,537,537,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2016,2016-B,Tina Cheng,5/2/16,3,180,120,NA,NA,Y,Y,537,537,Peromyscus,truei,NA,NA,NA,adult,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
