quarter,year,ID,Collectors,Date,Day_no,x,y,Animal (Y/N),Recap (Y/N),Bait_stolen (Y/N),Tripped_trap (Y/N),Tag #,Genus,Species,Total_weight (g),Bag_weight (g),Animal_weight (g),Life_stage:,Reproductive:,Sex:,body,Tail: (mm),Tuft: (mm),Foot_length (mm),Ear_length (mm),Ticks_total,ticks_yn,ticks_adult,ticks_nymph,ticks_larvae,Hair,fecal,torn_ear,escaped,tissue,Comments,MARK,Deanna comments,,
fall,2018,,Maggie & Anna,19-Nov-18,3,120,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,Maggie & Anna,19-Nov-18,3,120,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,Maggie & Anna,19-Nov-18,3,120,160,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,Maggie & Anna,19-Nov-18,3,120,180,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,Maggie & Anna,19-Nov-18,3,120,200,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,Maggie & Anna,19-Nov-18,3,120,220,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,Maggie & Anna,19-Nov-18,3,120,240,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,Maggie & Anna,19-Nov-18,3,120,260,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,Maggie & Anna,19-Nov-18,3,120,280,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Chris, Genie",19-Nov-18,3,140,20,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Chris, Genie",19-Nov-18,3,140,40,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Chris, Genie",19-Nov-18,3,140,80,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Chris, Genie",19-Nov-18,3,140,120,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Chris, Genie",19-Nov-18,3,140,140,Y,Y,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Chris, Genie",19-Nov-18,3,140,160,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Chris, Genie",19-Nov-18,3,140,180,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Chris, Genie",19-Nov-18,3,140,200,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Chris, Genie",19-Nov-18,3,140,240,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Chris, Genie",19-Nov-18,3,140,260,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Chris, Genie",19-Nov-18,3,140,280,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,20,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,40,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,60,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,80,Y,Y,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,100,Y,Y,,,FE0047,PE,CA,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,120,Y,Y,,,FE0495,PE,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,220,Y,N,,,,SO,,,,,,,,,,,,,,,,,,,,,,,maybe so TR dead in trap,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,240,Y,N,,,,SO,,,,,,,,,,,,,,,,,,,,,,,maybe so TR dead in trap,,,,
fall,2018,,"Alex, Gabe",19-Nov-18,3,160,260,Y,Y,,,FE0164,PE,CA,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,20,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,60,Y,Y,,,FE0434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,80,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,100,Y,Y,,,FE0296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,120,Y,Y,,,FE0492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,140,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,160,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,180,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,200,Y,Y,,,FE0493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,220,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,240,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2018,,"ALex, Gabe",19-Nov-18,3,180,260,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,200,Y,N,,,278,PE,TR,36,12,24,A,,F,,100,,20,11,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,280,Y,N,,,FE0039,PE,TR,37,12,25,A,,F,,96,,21,13,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,100,Y,N,,,FE0380,PE,TR,36,13,23,A,,F,,93,,21,14,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,240,Y,Y,,,FT0361,PE,TR,51,11,21,A,,F,,93,,22,14,1,,,,,,,,,,,,,,
spring,2018,2018-B,"SAM, JENNYLYN, CARLY",12-May-18,1,120,280,Y,Y,,,FE0397,PE,TR,34,7,27,A,NR,F,,105,,20,15,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,20,Y,N,,,279,PE,TR,40,12,28,A,,F,,110,,21,15,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,100,Y,N,,,FE0331,PE,CA,54,12,42,A,,M,,140,,24,15,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,260,Y,N,,,FE0432,PE,TR,27,8,29,A,NR,F,90,,,20,15,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,200,Y,Y,,,FE0389,PE,TR,36,7,29,,,M,109,,,23,15,0,,,,,,,Y,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,160,Y,Y,,,2380,PE,CA,60,8,52,A,NR,M,150,,,27,15,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,280,Y,Y,,,FE0310,PE,CA,56,11,35,A,,,127,80,,24,16,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,260,Y,N,,,FE0499,PE,TR,36,16,20,A,,M,,91,,21,16,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,220,Y,Y,,,FE0360,PE,TR,37,9,28,A,,F,,106,,22,16,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,280,Y,N,,,FE0446,PE,TR,34,7,27,A,NR,M,98,,,24,16,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,80,Y,N,,,FE0485,PE,TR,32,14,18,A,,F,,98,,22,17,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,60,Y,N,,,FE3377,PE,TR,42,11,31,A,,M,,105,,22,17,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,260,Y,Y,,,FE0124,PE,CA,71,13,58,A,,F,,132,,24,17,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,140,Y,Y,,,FE0386,PE,CA,53,8,45,A,NR,M,134,,,26,17,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,80,Y,Y,,,FT0366,PE,TR,35,11,27,A,,M,,105,,20,18,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,140,Y,Y,,,FE0373,PE,TR,39,10,29,A,,F,,108,,23,18,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,60,Y,Y,,,FE0313,PE,TR,40,17,23,A,,M,,109,,22,18,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,80,Y,N,,,FE0356,PE,CA,61,13,48,,,F,,130,,27,18,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,220,Y,N,,,FE0430,PE,TR,27,7.5,19.5,A,NR,M,89,,,20,18,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,80,Y,Y,,,FE0315,PE,TR,34,8.5,25.5,A,NR,F,100,,,22,18,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,200,Y,Y,,,FE0066,PE,TR,38,10,28,A,,F,,95,,23,19,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,140,Y,Y,,,FE0128,PE,TR,36,10,26,A,,M,,98,,21,20,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,200,Y,Y,,,FT0490,PE,TR,38,13,25,A,,M,,105,,23,21,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,220,Y,Y,,,FE0089,PE,CA,50,15,35,A,,F,,120,,20,21,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,120,Y,N,,,FE0476,PE,CA,45,7,38,A,NR,M,126,,,21,21,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,260,Y,Y,,,FE0495,PE,TR,36,17,19,A,,M,,109,,22,22,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,60,Y,Y,,,FE0369,PE,CA,61,9,52,A,NR,M,132,,,25,22,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,20,Y,Y,,,FE0131,PE,CA,63,11,52,A,,F,,113,,24,23,0,,,,,,,,,,"nipples visible, not sure if L",,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,280,Y,Y,,,FE0124,PE,CA,62,9,53,A,,M,,139,,27,23,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,100,Y,N,,,FE0434,PE,TR,28,7,21,A,NR,M,97,,,25,24,0,,,,,,,Y,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,100,Y,Y,,,FE0136,PE,CA,65,9,56,A,,F,,137,,28,27,0,,,,,,,Y,,,LEFT EAR RIPPED,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,40,Y,,,,FE0022,PE,CA,65,,,A,L,,,125,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,180,Y,Y,,,FE0312,,,33,11,22,,,,,,,,,,,,,,,,,Y,,ESCAPED,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,120,Y,Y,,,,PE,TR,35,11,24,A,,,,,,,,,,,,,,,,Y,,ESCAPED,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,100,Y,Y,,,FE0047,PE,CA,53,9,44,A,NR,M,137,,,22,,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,20,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,40,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,140,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,160,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,180,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,240,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,260,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,20,280,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,20,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,60,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,100,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,120,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,140,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,160,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,220,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,260,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEAD,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,40,280,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,ESCAPED,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,40,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,60,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,80,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,120,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,140,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,160,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,180,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,200,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,220,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,240,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Anna, Lia",12-May-18,1,60,280,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,20,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,40,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,80,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,RELEASED ALIVE,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,100,Y,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,120,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,140,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,160,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,180,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,200,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,220,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,80,240,Y,N,N,N,,,,,,,A,,,,,,,,,,,,,,,,,,I CANT READ WHAT THE COMMENT SAYS,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,20,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,40,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,60,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,80,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,DEAD IN TRAP,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,100,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,120,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,160,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,180,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,200,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,220,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,100,240,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,40,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,60,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,120,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,160,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,180,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,240,N,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Alex, Maggie",12-May-18,1,120,260,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,40,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,80,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,120,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,180,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,200,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,240,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,too much fluff,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,140,260,N,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,20,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,40,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,60,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,140,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,160,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,180,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,220,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Jennilyn, Carly",12-May-18,1,160,240,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,"Lia, Anna",13-May-18,2,120,240,Y,Y,,,FT0495,PE,TR,33,9,24,A,,M,,104,,22,10,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Lia, Anna",13-May-18,2,40,260,Y,N,,,FE0488,PE,TR,34,9,25,A,,F,120,,,22,11,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Lia, Anna",13-May-18,2,120,200,Y,N,,,FE0450,PE,TR,34,10,24,A,NR,F,,90,,21,15,0,,,,,,,,,,,,,,
spring,2018,2018-B,Lia Anna,13-May-18,2,20,160,Y,Y,,,FE0317,PE,TR,35,11,24,A,,F,98,,,22,15,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Carly, Esmeralda",13-May-18,2,160,280,Y,Y,,,FE0393,PE,TR,38,10,28,A,NR,F,,110,,20,16,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Justin, Maggy, Deanna",13-May-18,2,100,240,Y,N,,,FE0445,PE,TR,42.5,17,14.3,A,NR,M,,101,,21,18,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Carly, Esmeralda",13-May-18,2,140,280,Y,N,,,282,PE,CA,57,10,47,A,R,M,,128,,25,18,0,,,,,,,,,,,,,,
spring,2018,2018-B,Lia Anna,13-May-18,2,20,280,Y,N,,,FE0500,PE,TR,35,9,26,A,,M,105,,,23,18,0,,,,,,,,,,,,,,
spring,2018,2018-B,Lia Anna,13-May-18,2,40,280,Y,Y,,,FT0473,PE,TR,,,,A,,,105,,,22,18,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Justin, Maggy, Deanna",13-May-18,2,100,140,Y,Y,,,FE0120,PE,TR,36,10,26,A,NR,M,,99,,22,19,1,,,,,,,,,,,,,,
spring,2018,2018-B,"Lia, Anna",13-May-18,2,60,100,Y,Y,,,FE0358,PE,CA,62,13,49,A,L,F,130,,,21,19,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Justin, Maggy, Deanna",13-May-18,2,100,280,Y,Y,,,FE0290,PE,CA,46,8,35,A,NR,M,,127,,23,20,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Sam, Carly, Esmeralda",13-May-18,2,160,80,Y,N,,,280,PE,CA,57,10,47,A,NR,F,,138,,26,20,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Justin, Maggy, Deanna",13-May-18,2,80,260,Y,N,,,FE0043,,,43.5,8,35.5,A,NR,M,135,100,,26,21,,,,,,,,,,,,,,,
spring,2018,2018-B,"Justin, Maggy, Deanna",13-May-18,2,100,280,Y,N,,,FE0449,PE,CA,55,7,48,A,NR,F,,142,,24,21,0,,,,,,,,,,,,,,
spring,2018,2018-B,Lia Anna,13-May-18,2,40,240,Y,N,,,FE0457,PE,CA,48,10,38,A,,F,138,,,26,21,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Justin, Maggy, Deanna",13-May-18,2,120,20,y,N,,,FT0356,PE,CA,53,9,44,A,NR,F,,121,,25,23,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Lia, Anna",13-May-18,2,40,20,Y,Y,,,FE0030,PE,CA,59,10,49,A,,M,145,,,24,24,0,,,,,,,,,,,,,,
spring,2018,2018-B,"Justin, Maggy, Deanna",13-May-18,2,120,100,Y,Y,,,FE0072,PE,CA,65,9,56,A,R,M,,140,,26,25,0,,,,,,,,,,,,,,
spring,2018,2018-B,Lia Anna,13-May-18,2,20,20,Y,Y,,,FE0377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,Lia Anna,13-May-18,2,20,40,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,Lia Anna,13-May-18,2,20,60,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,Lia Anna,13-May-18,2,20,80,N,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,Lia Anna,13-May-18,2,20,100,N,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2018,2018-B,Lia Anna,13-May-18,2,20,120,Y,Y,,,FE0331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
