quarter,year,ID,Collectors,Date,Day_no,x,y,Animal (Y/N),Recap (Y/N),Bait_stolen (Y/N),Tripped_trap (Y/N),Tag #,Genus,Species,Total_weight (g),Bag_weight (g),Animal_weight (g),Life_stage:,Reproductive:,Sex:,body,Tail: (mm),Tuft: (mm),Foot_length (mm),Ear_length (mm),Ticks_total,ticks_yn,ticks_adult,ticks_nymph,ticks_larvae,Hair,fecal,torn_ear,escaped,tissue,Comments,MARK,Deanna comments,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,40,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,40,260,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,40,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,60,20,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,60,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,60,100,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,60,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,OPEN; CRIKET,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,60,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,60,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,60,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,60,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,60,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,60,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,OPEN; CRIKET,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,60,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,80,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,80,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,80,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,80,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,80,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,80,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,80,140,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,80,180,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,80,200,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,80,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,80,280,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,100,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,100,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,100,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,100,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,100,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,100,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,100,180,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,RING NEW TRAP,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,100,200,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,100,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,100,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Ian, Vaughon, Chris",10-Nov-12,1,100,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,J. Scolaro & J. Smith,10-Nov-12,1,120,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,J. Scolaro & J. Smith,10-Nov-12,1,120,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,J. Scolaro & J. Smith,10-Nov-12,1,120,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,J. Scolaro & J. Smith,10-Nov-12,1,120,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,J. Scolaro & J. Smith,10-Nov-12,1,120,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,J. Scolaro & J. Smith,10-Nov-12,1,120,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,J. Scolaro & J. Smith,10-Nov-12,1,120,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,J. Scolaro & J. Smith,10-Nov-12,1,120,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,J. Scolaro & J. Smith,10-Nov-12,1,120,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,J. Scolaro & J. Smith,10-Nov-12,1,120,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,J. Scolaro & J. Smith,10-Nov-12,1,120,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,40,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,140,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,160,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,180,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,200,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,140,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,160,60,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,160,100,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,160,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,160,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,160,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,160,200,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,160,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,160,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,180,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,180,80,N,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,180,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,180,160,N,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,180,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,180,200,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Jessica R. & Justine,10-Nov-12,1,180,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,160,240,Y,N,,,,SO,,10,,,,,F,,40,,12,10,,,,,,,,,,,Y,,TOO SMALL,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,60,Y,N,,,,PE,TR,22,10,12,,,F,,70,,22,13,,,,,,,,,,,Y,,TOO SMALL (TO TAG),,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,180,100,Y,N,,,500,PE,TR,25,,,,,F,,82,,20,15,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,140,Y,Y,,,352,PE,CA,50,,,,,F,,110,,27,15,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,160,280,Y,N,,,426,PE,CA,30,,,,,,,120,,25,15,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,220,Y,Y,,,9,PE,TR,28,10,18,,,M,,100,,24,16,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,280,Y,Y,,,638,PE,TR,40,10,30,,,F,,82,,22,17,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,140,Y,N,,,146,PE,TR,35,10,25,,,M,,93,,22,17,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,260,Y,N,,,155,PE,TR,21,10,11,,,M,,103,,22,17,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,260,Y,Y,,,328,PE,CA,50,10,40,,,F,,133,,25,17,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,60,Y,N,,,331,PE,CA,35,,,,,F,,120,,24,18,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,80,Y,N,,,168,PE,TR,23,10,12,,,M,85,95,,21,19,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,80,Y,N,,,156,PE,TR,43,10,33,,,F,,102,,26,19,,,,,,,,,,,Y,,WHITE-TIPPED BI-COLORED TAIL; PHOTO TAKEN,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,180,20,Y,N,,,402,PE,CA,45,,,,,,,137,,23,19,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,80,Y,N,,,153,PE,TR,36,10,26,,,M,,97,,24,20,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,160,100,Y,Y,,,963,PE,CA,50,,,,,F,,110,,23,20,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,20,Y,N,,,157,PE,CA,49,10,39,,,M,,135,,25,20,,,,,,,,,,,Y,,TRAP BARELY IN,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,280,Y,Y,,,32,PE,TR,42,10,32,,,M,,101,,24,21,,,,,,,,,,,Y,,BI-COLORED TAIL,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,100,Y,N,,,172,PE,CA,38,10,28,J,,F,,103,,25,21,,,,,,,,,,,Y,,NON-BICOLORED,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,60,Y,Y,,,126,PE,CA,30,10,20,,,F,,127,,27,21,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,180,Y,Y,,,326,PE,CA,60,10,50,,,M,,131,,27,21,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,40,Y,N,,,161,PE,CA,30,10,20,J,,M,,105,,26,22,,Y,,,,,,,,,Y,,TICKS,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,40,Y,N,,,,NE,FU,182,10,172,,,F,,180,,36,31,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,180,260,Y,Y,,,351,,,40,,,,,,,110,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,20,Y,Y,,,132,PE,CA,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,100,Y,Y,,,589,PE,CA,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,120,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,WHISKERS IN DOOR,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,140,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn, Vaughon & Rachel",11-Nov-12,2,20,280,Y,Y,,,152,,,,,,,,,,,,,,,,,,,,,,,,Y,,CAUGHT 11/10,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,20,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,SCAT ON TOP,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,80,Y,Y,,,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,100,Y,Y,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,240,Y,N,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,40,280,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,40,Y,Y,,,796,,,,,,,,,,,,,,,,,,,,,,,,Y,,CAUGHT 11/10/12,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,220,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,260,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,60,280,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,40,Y,N,,,,SO,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,80,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,20,Y,Y,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,140,Y,Y,,,65,PE,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,220,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,240,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,Vaughon & Rachel,11-Nov-12,2,100,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,20,N,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,60,Y,Y,,,163,PE,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,80,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,140,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,260,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,120,280,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,20,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,40,Y,Y,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,80,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,100,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,120,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,180,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,200,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,220,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,240,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,260,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,140,280,Y,Y,,,552,PE,CA,,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica, Denn",11-Nov-12,2,160,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
