quarter,year,ID,date,day_no,tag_error_flag,tag_id,tag_id_new,date_dist,trap_dist,x,y,animal,recap,genus,species,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,comments
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,60,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,60,160,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,60,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,60,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,60,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,60,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,60,260,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,trap distance large,NA,NA,0,220.90722034374522,80,40,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,80,60,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,80,80,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,80,100,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,80,120,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,80,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,60,80,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,80,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,80,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,40,80,280,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; FLUFF SHED!
fall,2015,2015-D,2015-11-10,3,trap distance large,NA,NA,0,240.8318915758459,100,40,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,60,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,80,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,100,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,120,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,160,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,260,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,100,280,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,trap distance large,NA,NA,0,260.76809620810593,120,20,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,120,40,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,trap distance large,NA,NA,0,80,120,120,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,120,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,40,120,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,60,120,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,trap distance large,NA,NA,0,220.90722034374522,140,20,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,140,40,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,140,60,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,40,140,100,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,140,120,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,140,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,140,160,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,140,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,140,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,140,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,140,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,140,260,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,trap distance large,NA,NA,0,240.8318915758459,160,20,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,160,40,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,160,60,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,160,80,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,40,160,120,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,160,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,160,160,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,160,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,160,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,160,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,160,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,160,260,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,trap distance large,NA,NA,0,240.8318915758459,180,20,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,180,40,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,180,60,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD SHREW
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,180,80,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,60,180,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,40,180,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,180,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,180,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,20,180,240,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; ALIVE SHREW YAY :)
fall,2015,2015-D,2015-11-10,3,NA,NA,NA,0,40,180,280,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD SHREW :(
winter,2016,2016-A,2016-02-02,1,trap distance large,NA,NA,84,160,180,120,Y,N,Neotoma,fuscus,220,10,210,adult,NA,M,165,160,NA,37,25,Y; YELLOW ON SIDE
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,4,184.39088914585776,60,260,Y,N,Peromyscus,truei,34,9,25,subadult,NA,F,68,94,NA,22,17,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,170.88007490635061,120,100,Y,N,Peromyscus,truei,60,15,45,adult,pregnant,F,76,135,NA,23,15,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,164.92422502470643,160,260,Y,N,Peromyscus,californicus,47,7,40,adult,non-reproductive,F,105,137,NA,25,24,Y; TEAR PUNCH WOUND; WHITE FLEAS?
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,240.8318915758459,140,20,Y,N,Peromyscus,californicus,44.5,10,34.5,subadult,NA,F,102,120,NA,25,21,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,145.60219778561037,180,160,Y,N,Peromyscus,californicus,36,12,24,adult,NA,M,85,95,NA,22,18,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,200,20,280,Y,NA,Peromyscus,truei,39,19,20,adult,NA,F,69,95,NA,18,19,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,260.76809620810593,40,20,Y,N,Peromyscus,truei,38,17,21,NA,NA,M,80,100,NA,23,20,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,156.20499351813308,140,140,Y,N,Peromyscus,californicus,30,10,20,subadult,NA,F,88.5,95,NA,21,20,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,140,120,Y,N,Peromyscus,truei,24,10,14,juvenile,non-reproductive,M,78,92,NA,22,22,Y; HAD MITES
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,161.24515496597098,160,280,Y,N,Peromyscus,californicus,63.5,10,53.5,adult,non-reproductive,M,94,138,NA,28,17,"Y; NOT TAGGED B/C 2 RIPPED EARS, BUT SHARPIED BOTH EARS"
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,140,280,Y,N,Peromyscus,truei,40,10,30,adult,NA,M,85,100,NA,23,17,Y; SHARPE; INJURED PENIS
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,72.11102550927978,180,220,Y,N,Peromyscus,NA,39,10,29,adult,NA,NA,80,NA,NA,NA,NA,Y; ESCAPED
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,212.60291625469299,40,60,Y,N,Neotoma,fuscus,210,10,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,28.284271247461902,60,80,Y,NA,Sorex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; SHREW
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,56.568542494923804,20,40,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,120,20,160,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,20,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,20,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,20,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,20,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,20,260,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,220.90722034374522,40,40,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,40,40,80,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,40,100,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,40,40,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,40,160,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,40,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,40,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,40,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,40,40,260,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,240.8318915758459,60,20,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,40,60,60,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,40,60,100,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,60,120,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,60,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,60,160,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,60,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,60,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,60,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,60,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,220.90722034374522,80,20,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,80,40,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,80,60,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,80,80,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,80,100,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,80,120,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,80,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,80,160,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,80,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,80,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,80,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,80,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,40,80,280,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,260.76809620810593,100,20,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,40,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; TAG ON WRONG
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,60,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,80,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,100,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,120,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,160,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,100,260,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,220.90722034374522,120,40,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,120,60,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,120,80,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,40,120,120,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,120,140,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,120,160,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,120,180,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,120,200,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,120,220,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,120,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,120,260,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,220.90722034374522,140,40,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,40,140,80,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,80,140,160,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,140,180,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,140,200,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; SHREW; NO WHITE BELLY
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,140,220,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,140,240,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,140,260,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,trap distance large,NA,NA,0,240.8318915758459,160,20,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,160,40,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,20,160,60,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,2016-02-06,2,NA,NA,NA,0,40,160,100,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
