quarter,year,ID,Collectors,Date,x,Y,Animal,Tag,Genus,Species,life_stage,recap,torn_ear,escaped,weight,Sex,reproduction,Hair,tissue,tail,foot,ear,bait_stolen,trap_malfunction,ticks,Comments,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,120,260,N,,,,,,,,,,,,,,,,,Y,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,120,280,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,20,N,,,,,,,,,,,,,,,,,Y,,Tripped,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,40,Y,36,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,60,Y,331,Peromyscus,californicus,adult,N,,,35,F,,,,120,24,18,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,140,Y,352,Peromyscus,californicus,adult,Y,,,50,F,,,,110,27,15,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,140,280,Y,552,Peromyscus,californicus,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,100,Y,963,Peromyscus,californicus,adult,Y,,,50,F,,,,110,23,20,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,120,N,,,,,,,,,,,,,,,,,Y,,Tripped,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,200,N,,,,,,,,,,,,,,,,,Y,,Tripped,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,240,Y,,Sorex,,adult,N,,,10,F,,,,40,12,10,,,,Shrew! Too small to tag,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,260,N,,,,,,,,,,,,,,,,,Y,,Tripped,,,,,,
fall,2012,2012-D,"Matt, Jessica",11/11/12,160,280,Y,426,Peromyscus,californicus,adult,N,,,30,,,,,120,25,15,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,20,Y,402,Peromyscus,californicus,adult,N,,,45,,,,,137,23,19,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,40,Y,70,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,100,Y,500,Peromyscus,boylii,adult,N,,,25,F,,,,82,20,15,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,220,Y,548,Peromyscus,californicus,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,260,Y,351,,,adult,Y,,,40,,,,,110,,,,,,,,,,,,
fall,2012,2012-D,"Rachel, Matt, Vaughan, Debb, Jess",11/11/12,180,280,Y,511,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,20,Y,119,Peromyscus,boylii,adult,N,,,23,F,,,,105,22,19,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,100,Y,168,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,120,N,,,,,,,,,,,,,,,,,Y,,Tripped,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,140,Y,178,Peromyscus,boylii,adult,Y,,,25,M,,,,97,23,18,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,160,Y,,Microtus,,adult,N,,,40,M,,,,50,22,11,,,,Unsure of species,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,180,Y,,Peromyscus,boylii,juvenile,N,,,8,M,,,,73,15,13,,,,Too small to tag,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,220,Y,9,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,240,Y,169,Peromyscus,boylii,adult,N,,,22,M,,,,95,24,19,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,20,280,Y,155,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,20,N,,,,,,,,,,,,,,,,Y,,,Bait stolen,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,60,Y,147,Peromyscus,californicus,adult,N,Y,,29,M,,,,109,24,18,,,,Tag ripped out,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,80,Y,795,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,140,Y,146,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,180,Y,160,Peromyscus,boylii,adult,N,,,22,F,,,,102,23,18,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,40,280,Y,152,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,20,Y,65,,,adult,Y,,,,,,,,,,,,,1,Tick ear,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,40,Y,796,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,60,N,,,,,,,,,,,,,,,,,Y,,Tripped,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,80,N,,,,,,,,,,,,,,,,,Y,,Tripped,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,120,Y,99,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,260,Y,18,Peromyscus,boylii,adult,Y,,,20,M,,,,92,22,18,,,,Dead,,,,,,
fall,2012,2012-D,"VW, IJ, JS",11/12/12,60,280,N,,,,,,,,,,,,,,,,,Y,,Tripped,,,,,,
fall,2012,2012-D,NA,11/12/12,80,20,Y,,Peromyscus,boylii,adult,N,,,9,M,,,,66,15,10,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,60,Y,163,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,180,N,,,,,,,,,,,,,,,,,Y,,Tripped,,,,,,
fall,2012,2012-D,NA,11/12/12,80,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,80,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,20,N,,,,,,,,,,,,,,,,Y,,,Bait stolen,,,,,,
fall,2012,2012-D,NA,11/12/12,100,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,100,N,,,,,,,,,,,,,,,,Y,,,Bait stolen,,,,,,
fall,2012,2012-D,NA,11/12/12,100,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,140,Y,84,Peromyscus,boylii,adult,Y,,,25,M,,,,110,24,18,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,160,Y,65,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,240,N,,,,,,,,,,,,,,,,,Y,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,NA,11/12/12,100,280,Y,839,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,40,N,,,,,,,,,,,,,,,,,Y,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,60,Y,180,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,100,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,120,N,,,,,,,,,,,,,,,,,Y,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,180,Y,425,Peromyscus,boylii,adult,N,,,25,F,,,,80,21,16,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,260,Y,552,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,120,280,Y,375,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,120,Y,162,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,140,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,20,Y,253,Peromyscus,boylii,adult,Y,,,50,M,,,,140,26,19,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,40,Y,36,,,adult,Y,,,,,,,,,,,,,1,tick above eye,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,80,Y,30,Peromyscus,californicus,adult,Y,,,50,M,,,,130,25,21,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,100,Y,70,Peromyscus,californicus,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,120,Y,40,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,160,Y,475,Peromyscus,boylii,adult,N,,,30,F,,,,105,22,20,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,200,Y,499,Peromyscus,boylii,adult,N,,,20,F,,,,85,21,17,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,240,Y,76,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,260,Y,78,,,adult,Y,,,50,F,,,,123,26,22,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,160,280,N,,,,,,,,,,,,,,,,Y,,,robbed,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,20,Y,477,Peromyscus,californicus,adult,N,,,40,F,,,,125,25,21,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,40,Y,591,,,adult,Y,,,30,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,120,Y,28,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,160,Y,352,,,adult,Y,,,,,,,,,,,,,,ear looks infected,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,200,N,,,,,,,,,,,,,,,,,Y,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,220,Y,548,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,240,Y,351,,,adult,Y,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
fall,2012,2012-D,"Jessica, Matt",11/12/12,180,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,20,20,Y,301,Peromyscus,boylii,adult,N,Y,,25,F,,,,103,22,18,,,,EAR TAG TORN OUT,,,,,,
winter,2013,2013-A,,2/9/2013,20,40,Y,,Sorex,,adult,,,,,,,,,,,,,,,"SHREW, DEAD",,,,,,
winter,2013,2013-A,,2/9/2013,20,60,Y,795,Peromyscus,californicus,adult,Y,,,34,F,,,,113,27,23,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,20,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,20,100,N,,,,,,,,,,,,,,,,Y,,,ROBBED,,,,,,
winter,2013,2013-A,,2/9/2013,20,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,20,140,N,,,,,,,,,,,,,,,,Y,,,ROBBED,,,,,,
winter,2013,2013-A,,2/9/2013,20,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,20,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,20,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,20,220,Y,314,Peromyscus,boylii,adult,N,,,23,F,,,,90,24,19,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,20,240,Y,169,Peromyscus,boylii,adult,Y,,,28,M,,,,98,23,17,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,20,260,,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,20,280,Y,303,Peromyscus,californicus,adult,N,,,21,F,,,,85,22,17,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,40,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,40,40,Y,132,Peromyscus,californicus,adult,Y,,,48,M,,,,127,29,20,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,40,60,Y,,Peromyscus,boylii,adult,N,,,20,F,,,,91,24,23,,,,DEAD,,,,,,
winter,2013,2013-A,,2/9/2013,40,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,40,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,40,120,Y,,,,adult,Y,,Y,,,,,,,,,,,,RAN AWAY,,,,,,
winter,2013,2013-A,,2/9/2013,40,140,Y,224,Peromyscus,boylii,adult,N,,,26,F,,,,95,24,21,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,40,160,Y,,Sorex,,adult,,,,,,,,,,,,,,,"SHREW, ALIVE",,,,,,
winter,2013,2013-A,,2/9/2013,40,180,Y,225,Peromyscus,boylii,adult,Y,,,29,M,,,,105,23,22,,,,TAG RIPPED,,,,,,
winter,2013,2013-A,,2/9/2013,40,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,40,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,40,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,40,260,Y,202,Peromyscus,boylii,adult,N,,,38,F,,,,89,24,20,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,40,280,Y,152,Peromyscus,boylii,adult,Y,,,25,F,,,,100,24,19,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,40,Y,126,Peromyscus,californicus,adult,Y,,,41,F,,,,133,25,22,,,,"INFECTED EAR TAG, BREEDING",,,,,,
winter,2013,2013-A,,2/9/2013,60,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,100,Y,,Sorex,,adult,,,,,,,,,,,,,,,"SHREW, DEAD",,,,,,
winter,2013,2013-A,,2/9/2013,60,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,60,280,Y,204,Peromyscus,boylii,adult,N,,,25,F,,,,110,23,18,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,80,Y,99,Peromyscus,boylii,adult,Y,,,33,F,,,,85,23,22,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,180,Y,599,Peromyscus,boylii,adult,Y,,,31,F,,,,110,25,21,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
winter,2013,2013-A,,2/9/2013,80,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
