quarter,year,ID,Collectors,Date,x,Y,Animal,Tag,Genus,Species,life_stage,recap,torn_ear,escaped,weight,Sex,reproduction,Hair,tissue,tail,foot,ear,bait_stolen,trap_malfunction,ticks,Comments,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,80,260,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,80,280,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,20,Y,372,Peromyscus,boylii,adult,Y,,,25,M,,,,,,,Y,,, W/NO BAIT,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,60,Y,293,Peromyscus,californicus,adult,Y,,,51,F,lactating,,,,,,,,,Lactating,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,100,280,Y,351,Peromyscus,boylii,adult,Y,,,28,F,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,20,Y,371,Peromyscus,boylii,adult,N,,,36,F,,,,,26,23,,,,NEW (RECAP FROM TUESDAY),,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,60,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,80,Y,269,Peromyscus,californicus,adult,Y,,,48,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,240,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,260,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,120,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,100,Y,139,Peromyscus,boylii,adult,Y,,,25,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,120,Y,306,Peromyscus,boylii,adult,Y,,,23,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,140,Y,268,Peromyscus,californicus,adult,Y,,,50,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,160,Y,144,Peromyscus,californicus,adult,Y,,,53,F,,Y,,,,,,,,NEW (RECAP FROM TUESDAY),,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,140,280,Y,233,Peromyscus,boylii,adult,N,,,25,F,,Y,,,,,,,,NEW (RECAP FROM TUESDAY),,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,20,Y,310,Peromyscus,boylii,adult,Y,,,27,F,lactating,,,,,,,,,lactating,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,80,Y,147,Peromyscus,boylii,adult,Y,,,28,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,100,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,120,N,,,,,,,,,,,,,,,,,Y,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,160,Y,339,Peromyscus,boylii,adult,Y,,,25,F,lactating,,,,,,,,,LACTATING,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,240,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,260,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"EG, YW, YS, GR",4/29/2010,160,280,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,20,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,40,Y,161,Peromyscus,boylii,adult,Y,,,28,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,60,Y,400,Peromyscus,boylii,juvenile,N,,,15,M,,,,,,,,,,POSSIBLE JOUVENILE,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,80,Y,309,Peromyscus,californicus,adult,Y,,,34,F,,,,,,,,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,120,Y,350,Peromyscus,boylii,adult,Y,,,40,F,lactating,,,,,,,,,LACTATING,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,160,Y,243,Peromyscus,boylii,adult,N,,,38,M,,Y,,,,,,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,180,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,220,Y,137,Peromyscus,boylii,adult,Y,,,30,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,240,Y,383,Peromyscus,boylii,adult,N,,,27,F,,,,,,,,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"YS, GR, EG",4/29/2010,180,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,20,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,40,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,100,Y,192,Peromyscus,boylii,adult,Y,,,29,,,,,,,,,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,140,Y,135,Peromyscus,boylii,adult,Y,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,220,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,240,Y,288,Peromyscus,boylii,adult,N,,,23.5,F,,Y,,,,,,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,260,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,Chris Lay,4/30/2010,20,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,20,Y,282,Peromyscus,boylii,adult,Y,,,35,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,40,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,120,Y,337,Peromyscus,californicus,adult,Y,,,40,M,,,,,,,,,,NEW (RECAP FROM TUESDAY),,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,200,Y,376,Peromyscus,boylii,adult,N,,,25,M,,,,100,,,,,,SHORT TAIL BUT TUFT OF FUR PAST TIP,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,260,Y,353,Peromyscus,boylii,adult,Y,,,,,,,,96,,,,,,FURLESS TAIL,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,40,280,Y,294,Peromyscus,boylii,adult,N,,,25,M,,,,,,,,,5,COVERED IN TICKS ON FACE,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,20,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,100,Y,51,Peromyscus,californicus,adult,Y,,,43,M,,,,,,,,,,RECAP FROM DAY BEFORE,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,260,Y,331,Peromyscus,boylii,adult,Y,,,25,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR",4/30/2010,60,280,N,,,,,,,,,,,,,,,,,,,DEAD,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,20,Y,276,Peromyscus,boylii,adult,Y,,,25,F,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,80,Y,328,Peromyscus,boylii,adult,Y,,,24,F,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,120,Y,322,Peromyscus,boylii,adult,Y,,,26,F,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,160,Y,352,Peromyscus,boylii,adult,N,,,22.5,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,180,Y,309,Neotoma,fuscipes,adult,N,,,216,F,lactating,,,,,,,,,LACTATING,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,240,Y,234,Peromyscus,boylii,adult,Y,,,24,F,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,260,Y,386,Peromyscus,boylii,adult,N,,,28,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,80,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,20,Y,372,Peromyscus,boylii,adult,Y,,,25,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,60,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,100,Y,284,Peromyscus,boylii,adult,Y,,,,,,,,,,,,,,NO DATA BECAUSE ESCAPED FROM TRAPPING FROM PREVIOUS DAY,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,120,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,140,N,,,,,,,,,,,,,,,,,Y,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,240,Y,137,Peromyscus,boylii,adult,Y,,,,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,260,Y,323,Peromyscus,boylii,adult,N,,,27,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,100,280,Y,351,Peromyscus,boylii,adult,Y,,,,F,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,60,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,80,Y,269,Peromyscus,californicus,adult,Y,,,49,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,100,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,120,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,140,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,180,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,220,N,,,,,,,,,,,,,,,,,,,grasshopper,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,240,N,,,,,,,,,,,,,,,,,Y,,not triggered,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,260,Y,186,Peromyscus,californicus,adult,Y,,,51,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR, KA, LR, CL, KF",4/30/2010,120,280,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,20,Y,318,Peromyscus,boylii,adult,N,,,24,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,80,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,100,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,120,Y,350,Peromyscus,boylii,adult,Y,,,40,F,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,140,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,240,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Chris Lay, Kathryn",4/30/2010,140,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,40,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,60,Y,400,Peromyscus,boylii,juvenile,Y,,,15,M,,,,80,,18,,,,JUVENILE,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,80,Y,266,Peromyscus,boylii,adult,Y,,,28,F,,,,91,23,,,,,TAGGED ON LEFT EAR,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,100,Y,309,Peromyscus,californicus,adult,Y,,,34,F,lactating,,,,,,,,,LACTATING FEMALE,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,120,Y,139,Peromyscus,boylii,adult,Y,,,25,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,140,Y,306,Peromyscus,boylii,adult,Y,,,23,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,160,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,180,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,200,Y,1128,Reithrodontomys,megalotis,adult,N,,,50,M,,Y,,77,15,12,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,240,Y,307,Peromyscus,californicus,adult,Y,,,50,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,260,Y,252,Peromyscus,boylii,adult,N,,,24,M,,Y,,,,,,,,,,,,,,
spring,2010,2010-B,"Kiri, Leighton",4/30/2010,160,280,Y,377,Peromyscus,boylii,adult,N,,,27,F,,Y,,107,25,19,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,20,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,40,Y,147,Peromyscus,boylii,adult,Y,,,30,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,60,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,80,Y,161,Peromyscus,boylii,adult,Y,,,28,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,100,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,120,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,140,Y,296,Peromyscus,boylii,adult,N,,,13,M,,Y,,83,22,17,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,160,Y,339,Peromyscus,boylii,adult,Y,,,25,F,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,180,Y,298,Peromyscus,boylii,adult,N,Y,,27,F,,,,,,,,,,"RECAP, TORN EAR, NEW TAG",,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,200,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,220,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,240,Y,383,Peromyscus,boylii,adult,Y,,,25,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,260,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"TL, GR",4/30/2010,180,280,N,,,,,,,,,,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Leighton, GR",5/1/2010,20,20,Y,202,Peromyscus,boylii,adult,Y,,,31,F,,N,,,,,,,,"RECAP FROM TUESDAY, NO HAIR TAKEN",,,,,,
spring,2010,2010-B,"Leighton, GR",5/1/2010,20,40,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"Leighton, GR",5/1/2010,20,60,Y,75,Peromyscus,californicus,adult,N,,,40,M,,,,,,,,,,,,,,,,
spring,2010,2010-B,"Leighton, GR",5/1/2010,20,80,N,,,,,,,,,,,,,,,,Y,,,,,,,,,
spring,2010,2010-B,"Leighton, GR",5/1/2010,20,100,Y,244,Peromyscus,boylii,adult,Y,,,25,M,,,,,,,,,,,,,,,,
