quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id,genus,species,species_together,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,60,100,NA,NA,Y,N,0850,Peromyscus,truei,Peromyscus truei,25,NA,NA,NA,lactating,F,NA,NA,NA,22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2014,2014-C,"Rosa, Ronald",2014-08-04,1,180,260,NA,NA,Y,NA,0850,Peromyscus,truei,Peromyscus truei,25,NA,NA,NA,NA,M,NA,122,NA,20,21,NA,NA,NA,NA,NA,NA,Y,NA,NA,Y; BOTH EARS RIPPED
summer,2014,2014-C,NA,2014-08-05,2,180,260,NA,NA,Y,Y,0850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2014,2014-C,"Rosa, Ronald",2014-08-04,1,180,280,NA,NA,Y,Y,0851,Peromyscus,truei,Peromyscus truei,32,NA,NA,NA,NA,F,NA,114,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2014,2014-C,Justine,2014-08-06,1,180,240,NA,NA,Y,Y,0851,NA,NA,NA NA,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2015,2015-A,Tina & Bilad,2015-02-16,3,140,220,NA,NA,Y,Y,0851,Peromyscus,truei,Peromyscus truei,35,9,26,NA,NA,F,NA,115,NA,24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2011-02-04,1,180,20,NA,NA,Y,Y,0856,Peromyscus,truei,Peromyscus truei,35,9,26,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,NA,2011-02-02,2,20,220,NA,NA,Y,N,0862,Peromyscus,truei,Peromyscus truei,30,9,21,NA,NA,M,NA,110,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Jordan, Paulina, & Annette",2015-05-17,2,20,60,NA,NA,Y,Y,0866,Peromyscus,truei,Peromyscus truei,24,NA,NA,NA,NA,F,NA,100,NA,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,NA,2011-02-02,2,100,80,NA,NA,Y,N,0869,Peromyscus,truei,Peromyscus truei,39,NA,NA,NA,NA,F,NA,105,NA,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,100,60,NA,NA,Y,Y,0869,Peromyscus,truei,Peromyscus truei,30,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,100,60,NA,NA,Y,Y,0869,Peromyscus,truei,Peromyscus truei,30,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2011,2011-D,NA,2011-11-07,1,100,60,NA,NA,Y,Y,0869,NA,NA,NA,50,15,35,NA,lactating,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,2012-03-05,1,100,80,NA,NA,Y,Y,0869,Peromyscus,californicus,Peromyscus californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2012,2012-A,Chris,2012-03-07,2,100,80,NA,NA,Y,Y,0869,Peromyscus,truei,Peromyscus truei,40,10,30,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,2012-03-08,3,100,80,NA,NA,Y,Y,0869,Peromyscus,truei,Peromyscus truei,40,10,30,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,2011-05-05,2,160,280,NA,NA,Y,Y,0870,Peromyscus,truei,Peromyscus truei,56,32,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,NA,2011-02-03,1,180,280,NA,NA,Y,Y,0872,Peromyscus,boylii,Peromyscus boylii,30,NA,30,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
fall,2010,2010-D,Eli & Brendon,2010-11-06,3,120,80,NA,NA,Y,N,0874,Peromyscus,truei,Peromyscus truei,10,NA,NA,juvenile,NA,F,NA,NA,NA,15,10,NA,NA,NA,NA,NA,Y,NA,NA,NA,Y; EAR TAG ISSUE
fall,2010,2010-D,"Eli, Brendan",2010-11-07,1,120,80,NA,NA,Y,N,0874,Peromyscus,boylii,Peromyscus boylii,10,NA,10,juvenile,NA,F,NA,50,NA,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAR TAG ISSUE
winter,2011,2011-A,NA,2011-02-02,2,20,280,NA,NA,Y,N,1876,Peromyscus,truei,Peromyscus truei,28,NA,NA,NA,NA,F,NA,115,NA,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2014,2014-C,"Rosa, Ronald",2014-08-04,1,160,40,NA,NA,Y,N,0876,Peromyscus,truei,Peromyscus truei,27,NA,NA,NA,NA,M,NA,111,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2014,2014-C,NA,2014-08-05,2,140,120,NA,NA,Y,Y,0876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; CAPTURED YESTERDAY
summer,2014,2014-C,Justine,2014-08-06,1,160,80,NA,NA,Y,Y,0876,NA,NA,NA NA,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2014,2014-C,"Rosa, Ronald",2014-08-04,1,120,260,NA,NA,Y,NA,0877,Peromyscus,californicus,Peromyscus californicus,53,NA,NA,NA,NA,M,NA,115,NA,26,17,NA,NA,NA,NA,NA,NA,Y,NA,NA,Y; BOTH EARS RIPPED
winter,2012,2012-A,NA,2012-03-05,1,160,280,NA,NA,Y,Y,0878,Peromyscus,boylii,Peromyscus boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2012,2012-A,Chris,2012-03-07,2,160,280,NA,NA,Y,Y,0878,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,2012-03-08,3,160,280,NA,NA,Y,Y,0878,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2014,2014-C,NA,2014-08-05,2,180,240,NA,NA,Y,N,0879,Peromyscus,californicus,Peromyscus californicus,36,NA,NA,NA,NA,F,NA,120,NA,26,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2015,2015-A,"Maycee, & Savannah",2015-02-14,1,20,60,NA,NA,Y,Y,0879,Peromyscus,truei,Peromyscus truei,23,NA,NA,NA,NA,M,NA,115,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,*
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,180,260,NA,NA,Y,Y,0879,Peromyscus,californicus,Peromyscus californicus,39,NA,NA,NA,NA,M,NA,130,NA,26,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2015,2015-C,Jordan Rnybal,2015-08-02,2,180,260,NA,NA,Y,Y,0879,Peromyscus,truei,Peromyscus truei,55,10,45,adult,NA,M,NA,129,NA,26,19,NA,NA,NA,NA,Y,Y,NA,NA,NA,NA
fall,2015,2015-D,Tina C & Allie M,2015-11-10,3,180,280,NA,NA,Y,Y,0879,Peromyscus,californicus,Peromyscus californicus,50,10,40,adult,NA,M,NA,134,NA,27,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,120,80,NA,NA,Y,N,0882,Peromyscus,truei,Peromyscus truei,27,NA,NA,NA,lactating,F,NA,NA,NA,23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2016,2016-C,"Tina Cheng, John, Malone",2016-07-28,3,180,160,NA,NA,Y,Y,0882,Peromyscus,californicus,Peromyscus californicus,54,NA,NA,adult,reproductive,M,90,147,NA,24,17,0,N,0,0,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,40,220,NA,NA,Y,N,0883,Peromyscus,truei,Peromyscus truei,31,8,23,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,40,220,NA,NA,Y,N,0883,Peromyscus,truei,Peromyscus truei,31,8,23,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,80,260,NA,NA,Y,NA,0884,NA,NA,NA,NA,NA,NA,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; OPPOSUM
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,80,260,NA,NA,Y,NA,0884,NA,NA,NA,NA,NA,NA,juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; OPOSSUM
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,80,240,NA,NA,Y,N,1885,Peromyscus,truei,Peromyscus truei,29,NA,NA,NA,NA,F,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,2011-05-05,2,80,260,NA,NA,Y,Y,1885,Peromyscus,californicus,Peromyscus californicus,63,32,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,80,240,NA,NA,Y,N,1885,Peromyscus,truei,Peromyscus truei,29,NA,NA,NA,NA,F,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2014,2014-C,Justine,2014-08-06,1,180,220,NA,NA,Y,N,0885,Peromyscus,boylii,Peromyscus boylii,32,NA,32,adult,NA,F,NA,109,NA,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,120,240,NA,NA,Y,N,0886,Peromyscus,californicus,Peromyscus californicus,19.5,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Leiyhton,2011-05-05,2,140,240,NA,NA,Y,Y,0886,Peromyscus,truei,Peromyscus truei,36,9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,120,240,NA,NA,Y,N,0886,Peromyscus,californicus,Peromyscus californicus,25,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,100,20,NA,NA,Y,N,0890,Peromyscus,californicus,Peromyscus californicus,43,NA,NA,NA,NA,M,NA,148,NA,24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Alexandra L, Allie M, & Tina C",2015-05-16,1,100,20,NA,NA,Y,Y,0890,Peromyscus,californicus,Peromyscus californicus,48,9,39,NA,NA,M,NA,150,NA,25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2015,2015-C,"Jordan, Allie, Jessica",2015-08-01,1,140,240,NA,NA,Y,Y,0890,Peromyscus,californicus,Peromyscus californicus,60,10,50,adult,NA,F,NA,130,NA,25,20,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA
winter,2011,2011-A,NA,2011-02-03,1,40,40,NA,NA,Y,N,0896,Peromyscus,californicus,Peromyscus californicus,38,NA,38,adult,NA,F,NA,125,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
fall,2015,2015-D,Justine Smite,2015-11-07,1,120,100,NA,NA,Y,N,0897,Peromyscus,truei,Peromyscus truei,34,10,24,adult,non-reproductive,M,NA,105,NA,22,20,NA,NA,NA,NA,N,N,Y,NA,NA,NA
fall,2015,2015-D,"Tina C, Vanessa Cabrera, & Zach Kay",2015-11-08,2,140,80,NA,NA,Y,Y,0897,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA
fall,2014,2014-D,Christian & Jessica,2014-11-14,1,40,80,NA,NA,Y,N,0898,Peromyscus,truei,Peromyscus truei,25,NA,NA,NA,NA,F,NA,77,NA,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2014,2014-C,NA,2014-08-05,2,140,280,NA,NA,Y,N,0900,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,F,NA,108,NA,23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y; LAST SCALE, NO WEIGHT TAKEN"
fall,2015,2015-D,"Vanessa, Jessica, Savannah",2015-11-07,1,20,280,NA,NA,Y,N,0901,Peromyscus,truei,Peromyscus truei,38,9,29,adult,NA,M,85,104,NA,23,19,0,N,0,0,N,N,NA,NA,NA,NA
fall,2015,2015-D,"Vanessa, Jessica, Savannah",2015-11-07,1,60,40,NA,NA,Y,N,0902,Peromyscus,truei,Peromyscus truei,32,9,23,adult,NA,F,79,100,NA,24,18,1,Y,0,0,Y,Y,NA,NA,NA,NA
fall,2015,2015-D,Allie & Natalie,2015-11-08,2,60,40,NA,NA,Y,Y,0902,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y. Wang, I Caddick, N. Toavney",2011-02-02,2,180,120,NA,NA,Y,N,0903,Peromyscus,truei,Peromyscus truei,37,10,27,NA,NA,F,NA,102,NA,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y Wang, & B Lehman",2011-02-04,1,160,100,NA,NA,Y,Y,0903,Peromyscus,truei,Peromyscus truei,40,10,30,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,"JS, NN, DS",2015-11-07,1,180,160,NA,NA,Y,N,0904,Peromyscus,truei,Peromyscus truei,30,10,20,adult,non-reproductive,M,NA,102,NA,23,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; ADULT? HYPOTHERMIA
winter,2011,2011-A,NA,2011-02-02,2,100,120,NA,NA,Y,N,0906,Peromyscus,truei,Peromyscus truei,27,NA,NA,NA,NA,M,NA,103,NA,23,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,140,100,NA,NA,Y,Y,0913,Peromyscus,californicus,Peromyscus californicus,47,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,"Tina C, Vanessa Cabrera, & Zach Kay",2015-11-08,2,180,140,NA,NA,Y,N,0915,Peromyscus,truei,Peromyscus truei,25,10,15,juvenile,NA,F,64,85,NA,23,15,0,N,0,0,N,N,NA,NA,Y,NA
spring,2011,2011-B,Leiyhton,2011-05-05,2,20,80,NA,NA,Y,N,0916,Peromyscus,truei,Peromyscus truei,25,NA,NA,NA,NA,F,NA,NA,NA,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2011,2011-D,Rachel B & Yiwei W.,2011-11-07,1,40,160,NA,NA,Y,Y,0916,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD
fall,2015,2015-D,Justine & Ayana,2015-11-08,2,120,20,NA,NA,Y,N,0917,Peromyscus,truei,Peromyscus truei,33,10,23,adult,non-reproductive,M,NA,90,NA,22,19,0,N,NA,0,N,NA,NA,NA,Y,Y; MAN.? EAR PUNCH
spring,2011,2011-B,Leiyhton,2011-05-05,2,100,280,NA,NA,Y,Y,0919,Peromyscus,truei,Peromyscus truei,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2016,2016-A,"Jessica Elgesma, John Ahrens, & Natalie Neff",2016-02-06,1,120,280,NA,NA,Y,Y,0922,Peromyscus,californicus,Peromyscus californicus,52,9,44,adult,NA,M,105,132,NA,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2016,2016-B,Chris Law & Sam Mcnally,2016-05-01,2,60,260,NA,NA,Y,Y,0922,Peromyscus,californicus,Peromyscus californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,0,0,NA,NA,NA,NA,NA,NA
spring,2016,2016-B,Vanessa Cabrera & Carly Sanchez,2016-05-02,3,60,260,NA,NA,Y,Y,0922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; EAR BLEEDING
summer,2016,2016-C,"Jessica Elgersma, Natalie Neff, & John Ahrehs",2016-07-26,1,120,280,NA,NA,Y,Y,0922,Peromyscus,californicus,Peromyscus californicus,53,9,44,adult,NA,M,105,132,NA,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2016,2016-D,Aliya C & Natalie Neff,2016-11-05,1,100,280,NA,NA,Y,Y,0922,Peromyscus,californicus,Peromyscus californicus,54,10,44,adult,reproductive,M,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; FLEAS
winter,2017,2017-A,"Cris Law, Sam Sambado",2017-02-13,3,60,260,NA,NA,Y,Y,0922,Peromyscus,californicus,Peromyscus californicus,56,9,47,adult,NA,M,NA,130,5,24,22,NA,NA,0,0,NA,NA,NA,NA,NA,Y; NO TAG NO TRAP
spring,2017,2017-B,Tina Cheng,2017-04-14,1,60,260,NA,NA,Y,Y,0922,Peromyscus,californicus,Peromyscus californicus,52,10,42,adult,non-reproductive,M,NA,126,NA,25,20,0,N,0,0,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,120,260,NA,NA,Y,Y,0922,Peromyscus,californicus,Peromyscus californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Kaz Jones,2017-04-16,3,40,260,NA,NA,Y,Y,0922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,NA,2011-02-03,1,140,240,NA,NA,Y,N,1926,Peromyscus,boylii,Peromyscus boylii,28,NA,28,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2011,2011-A,"Y Wang, & B Lehman",2011-02-04,1,160,260,NA,NA,Y,Y,1926,Peromyscus,truei,Peromyscus truei,37,10,27,NA,NA,M,NA,NA,NA,NA,NA,2,Y,NA,NA,NA,NA,NA,NA,NA,NA
summer,2014,2014-C,Justine,2014-08-06,1,60,280,NA,NA,Y,N,0926,Peromyscus,californicus,Peromyscus californicus,36,NA,36,adult,NA,F,NA,133,NA,25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Chris Lay, Ywei Wang, Kathlym, Brendan",2011-02-04,1,60,280,NA,NA,Y,N,0927,Peromyscus,truei,Peromyscus truei,29.5,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,2011-05-05,2,40,140,NA,NA,Y,N,0928,Peromyscus,truei,Peromyscus truei,53,32,31,NA,NA,F,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,Tony K & Tina C,2015-05-18,3,180,200,NA,NA,Y,N,0930,Peromyscus,californicus,Peromyscus californicus,55,9,46,NA,NA,M,NA,125,NA,26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; TRUNCATED TAIL
winter,2012,2012-A,Sam,2012-03-06,1,160,100,NA,NA,Y,Y,1931,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015,2015-B,"Tina, Allie, Alexandra",2015-07-17,2,180,100,NA,NA,Y,N,0931,Peromyscus,californicus,Peromyscus californicus,51,9,42,NA,NA,M,NA,125,NA,25,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2015,2015-C,Jordan Rnybal,2015-08-02,2,180,80,NA,NA,Y,Y,0931,Peromyscus,californicus,Peromyscus californicus,45,10,35,adult,NA,M,NA,125,NA,27,17,NA,NA,NA,NA,Y,N,NA,NA,NA,NA
summer,2015,2015-C,Tina Cheng,2015-08-03,3,160,80,NA,NA,Y,Y,0931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,"Tina C, Vanessa Cabrera, & Zach Kay",2015-11-08,2,140,120,NA,NA,Y,Y,0931,Peromyscus,californicus,Peromyscus californicus,50,10,40,adult,NA,M,NA,135,NA,24,20,0,N,0,0,N,NA,NA,NA,Y,NA
spring,2016,2016-B,Natalie E Neff & Vanesssa Labrera,2016-04-30,1,140,160,NA,NA,Y,Y,0931,Peromyscus,californicus,Peromyscus californicus,45,9,46,adult,NA,M,92,130,NA,27,28,0,N,0,0,NA,NA,NA,NA,NA,NA
spring,2016,2016-B,"Lil, G-Nat, Va-nessa, Mat",2016-05-01,2,160,160,NA,NA,Y,Y,0931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015,2015-B,"Tina, Allie, Alexandra",2015-07-17,2,180,60,NA,NA,Y,N,0932,Peromyscus,californicus,Peromyscus californicus,52,9,41,NA,NA,M,NA,120,NA,24,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; LOOKS LIKE TAIL GOT TRUNCATED AT SOME POINT
summer,2015,2015-C,Jordan Rnybal,2015-08-02,2,180,60,NA,NA,Y,Y,0932,Peromyscus,californicus,Peromyscus californicus,50,10,40,adult,NA,M,NA,120,NA,25,16,NA,NA,NA,NA,Y,Y,NA,NA,NA,NA
fall,2015,2015-D,"JS, NN, DS",2015-11-07,1,180,120,NA,NA,Y,Y,0932,Peromyscus,californicus,Peromyscus californicus,55,10,45,adult,NA,M,NA,125,NA,25,22,NA,NA,NA,NA,Y,Y,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,2011-05-05,2,160,120,NA,NA,Y,N,1933,Peromyscus,truei,Peromyscus truei,59,32,27,NA,NA,NA,NA,NA,NA,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015,2015-B,"Tina, Allie, Alexandra",2015-07-17,2,180,80,NA,NA,Y,N,0933,Peromyscus,californicus,Peromyscus californicus,48,9,38,NA,NA,F,NA,128,NA,22,15,2,Y,0,2,NA,NA,NA,NA,NA,Y; ONE TICK COLLECTED
spring,2015,2015-B,"Alexandra L, Allie M, & Tina C",2015-05-16,1,100,40,NA,NA,Y,N,0934,Peromyscus,californicus,Peromyscus californicus,31,10,21,juvenile,NA,F,NA,92,NA,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,Tony K & Tina C,2015-05-18,3,120,60,NA,NA,Y,Y,0934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2015,2015-B,Maya & Alex,2015-07-17,2,120,20,NA,NA,Y,Y,0934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2015,2015-C,Tina & Kat,2015-08-02,2,100,40,NA,NA,Y,Y,0934,Peromyscus,truei,Peromyscus truei,33,NA,26,adult,NA,F,NA,91,NA,24,19,NA,NA,NA,NA,Y,Y,NA,NA,NA,NA
fall,2015,2015-D,"Vanessa, Jessica, Savannah",2015-11-07,1,100,40,NA,NA,Y,Y,0934,Peromyscus,truei,Peromyscus truei,38,9,29,NA,lactating,F,80,95,NA,24,17,0,N,0,0,N,N,NA,NA,NA,NA
fall,2015,2015-D,Justine & Ayana,2015-11-08,2,120,60,NA,NA,Y,Y,0934,NA,NA,NA,42,11,31,adult,lactating,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,Tina C & Allie M,2015-11-10,3,120,60,NA,NA,Y,Y,0934,Peromyscus,truei,Peromyscus truei,NA,NA,NA,adult,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,2011-05-05,2,120,20,NA,NA,Y,N,1936,Peromyscus,truei,Peromyscus truei,50,32,28,NA,NA,M,NA,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,Tony K & Tina C,2015-05-18,3,120,280,NA,NA,Y,N,0936,Peromyscus,truei,Peromyscus truei,23,NA,NA,NA,NA,F,NA,102,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2015,2015-C,Tina & Kat,2015-08-02,2,80,280,NA,NA,Y,Y,0936,Peromyscus,truei,Peromyscus truei,32,8.5,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,Y,NA,Y; TAKE DATA
fall,2015,2015-D,"Vanessa, Jessica, Savannah",2015-11-07,1,80,280,NA,NA,Y,Y,0936,Peromyscus,californicus,Peromyscus californicus,39,9,30,adult,NA,F,85,109,NA,22,24,0,N,0,0,N,N,NA,NA,NA,NA
fall,2015,2015-D,Justine & Ayana,2015-11-08,2,80,280,NA,NA,Y,Y,0936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,"JAS, & N.N",2015-11-10,3,80,260,NA,NA,Y,Y,0936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
