date,meanTempC,meanRH,Precip_mm,meansoilMoist,meansoilTemp_C,LeafMoist_h,Solar_Wm2,minAirTemp,maxAirTemp,minRH,maxRH
2/8/2012,10.60189394,0.891136364,0,0.215671296,10.06666667,0,204.15,6.7,18.4,0.63,0.98
2/9/2012,11.8905303,0.826287879,0,0.211416667,10.45833333,0,218,7.2,21.4,0.44,0.94
2/10/2012,9.719318182,0.916363636,0.818181818,0.208333333,10.29953704,11,180.3,5.7,14.1,0.78,0.98
2/11/2012,8.707575758,0.960984848,1.181818182,0.208875,10.11990741,24,148.35,5.9,11.9,0.89,0.98
2/12/2012,7.517045455,0.945189394,1.545454545,0.20825463,9.541666667,13,175.7,5,12.6,0.82,0.98
2/13/2012,5.8375,0.96969697,18.27272727,0.247486111,8.872685185,24,141.8,4.5,8.4,0.94,0.99
2/14/2012,6.379166667,0.943901515,0,0.258009259,8.6,14,236.35,3.5,13.8,0.74,0.99
2/15/2012,5.674242424,0.851780303,2.636363636,0.248513889,8.294444444,10,239.95,1.5,12,0.56,0.98
2/16/2012,8.464772727,0.710454545,0,0.240546296,8.432407407,0,260.05,3.8,17.5,0.38,0.95
2/17/2012,8.387878788,0.826590909,0,0.234726852,8.78287037,0,251.8,3.4,18.4,0.63,0.96
2/18/2012,7.987121212,0.863409091,0,0.23149537,9.141666667,6,266.45,3.2,14.5,0.59,0.97
2/19/2012,6.429166667,0.858333333,0,0.226675926,8.441666667,0,262.9,3.1,14.9,0.54,0.94
2/20/2012,8.535227273,0.889621212,0,0.224351852,8.775462963,2,256.35,4.7,15.4,0.71,0.96
2/21/2012,10.26136364,0.864166667,0,0.222009259,9.318981481,0,288.45,5.5,22.7,0.27,0.97
2/22/2012,14.14356061,0.697651515,0,0.218351852,10.39537037,0,294.75,7.3,25.8,0.2,0.94
2/23/2012,13.13333333,0.59530303,0,0.216592593,10.56898148,0,303,7,23.4,0.21,0.93
2/24/2012,13.29280303,0.498409091,0,0.213208333,10.72361111,0,303.95,5.5,22.9,0.21,0.79
2/25/2012,8.838636364,0.674356061,0,0.209055556,9.99212963,0,319.45,2.4,17.9,0.36,0.87
2/26/2012,7.140530303,0.688939394,0,0.205828704,9.206944444,0,305.75,1.4,15.1,0.44,0.95
2/27/2012,5.078787879,0.827840909,0,0.202032407,8.536111111,7,276.6,0.7,11.9,0.55,0.95
2/28/2012,5.338257576,0.847083333,1.727272727,0.199736111,8.053703704,7,282.1,0.8,12.6,0.49,0.97
2/29/2012,7.040909091,0.948674242,26.81818182,0.278171296,8.520833333,22,225.2,2.8,10.5,0.86,0.98
3/1/2012,6.05719697,0.95280303,19.09090909,0.30199537,8.241666667,24,131.8,2.3,13.6,0.38,0.99
3/2/2012,6.75719697,0.864924242,0,0.286416667,8.106481481,12,280.1,2.1,18.3,0.5,0.99
3/3/2012,10.55719697,0.763333333,0,0.269060185,8.805555556,0,298.45,3.9,22.5,0.37,0.9
3/4/2012,13.5719697,0.714431818,0,0.259921296,10.08703704,0,313.95,6.1,26.8,0.32,0.9
3/5/2012,12.35113636,0.722954545,0,0.254273148,10.7837963,0,302.9,3.6,24.1,0.39,0.94
3/6/2012,7.037121212,0.717424242,0.090909091,0.247009259,9.618055556,5,301.25,3.7,13.6,0.27,0.95
3/7/2012,7.453030303,0.546363636,0,0.239986111,8.531944444,0,308.5,2.9,16.9,0.24,0.79
3/8/2012,9.751574803,0.586850394,0,0.235634259,8.897685185,0,314.85,3.7,21.6,0.23,0.78
3/9/2012,11.54425532,0.550851064,0,0.233228155,9.478640777,0,335.95,4.7,26.3,0.17,0.78
3/10/2012,8.854924242,0.757159091,0,0.232550926,9.430092593,0,335.2,3.5,18.8,0.53,0.93
3/11/2012,8.129249012,0.862332016,0.090909091,0.230841837,9.270408163,0,307.7,4.1,13.8,0.7,0.94
3/12/2012,7.389015152,0.888901515,0.181818182,0.228911458,8.9828125,3,300.3,2.7,14,0.63,0.96
3/13/2012,8.759090909,0.972916667,26.09090909,0.299171875,9.178645833,24,27.5,8.1,9.3,0.95,0.99
3/14/2012,9.938257576,0.981590909,88.90909091,0.366817708,9.447916667,24,42.2,8.8,10.7,0.97,1
3/15/2012,10.92234848,0.985227273,47.27272727,0.382239583,10.0375,24,113.6,9.9,12.2,0.97,1
3/16/2012,9.998863636,0.985984848,60.18181818,0.409026042,10.08177083,24,51.4,7.3,10.9,0.97,1
3/17/2012,5.565151515,0.975530303,4,0.397359375,9.057291667,23,188.6,3.5,7.5,0.89,1
3/18/2012,4.738636364,0.926628788,4.272727273,0.372276042,8.033854167,15,324.1,2.2,16.7,0.71,0.99
3/19/2012,5.91780303,0.863712121,0.090909091,0.337921875,7.941145833,0,355.3,1,13.9,0.49,0.97
3/20/2012,9.475378788,0.833143939,0,0.32065625,8.890625,0,347.9,1.6,19.7,0.46,0.96
3/21/2012,11.38863636,0.8725,1.090909091,0.311609375,9.9453125,0,307.7,4.3,21.6,0.53,0.98
3/22/2012,9.458712121,0.844166667,3,0.305739583,10.07395833,0,368.1,4.1,16.5,0.53,0.98
3/23/2012,6.598106061,0.819886364,0.454545455,0.300268657,8.93880597,0,333.1,1.6,16.3,0.35,0.97
3/24/2012,6.015151515,0.951856061,18,0.314712963,8.45,18,104.3,4,9.6,0.87,0.98
3/25/2012,7.485384615,0.936769231,15.24242424,0.35386385,8.203286385,13,336.8,3.9,13.6,0.73,0.99
3/26/2012,6.962121212,0.894886364,0,0.331893519,8.40462963,0,342.5,2.8,13.6,0.43,0.98
3/27/2012,8.30483871,0.95391129,18.86363636,0.332953704,8.68287037,20,86.95,2.2,10.6,0.44,0.99
3/28/2012,10.37375,0.981916667,4.5,0.353074074,9.506944444,24,210.6,7.4,13.5,0.94,0.99
3/29/2012,10.10333333,0.932541667,0.5,0.337319444,9.70787037,11,423.8,6.2,16.8,0.67,0.99
3/30/2012,11.55458333,0.911416667,0,0.328,10.26018519,4,425,7.4,20.8,0.6,0.99
3/31/2012,8.961666667,0.971208333,15.5,0.335277778,10.07638889,21,169.4,5.8,11.1,0.93,0.99
4/1/2012,7.629583333,0.854875,0.7,0.338990741,9.185185185,11,444.95,4.1,17.3,0.52,0.98
4/2/2012,9.095833333,0.832125,0,0.325064815,9.272222222,0,425.8,3.6,19.4,0.54,0.97
4/3/2012,10.53,0.823625,0,0.309421296,9.724074074,0,456.8,5.7,20.8,0.51,0.94
4/4/2012,8.011666667,0.745958333,0,0.301092593,9.488425926,0,454.1,4.1,18.2,0.34,0.94
4/5/2012,6.221917808,0.739178082,0,0.296454545,8.666161616,0,532,1.7,16,0.38,0.93
4/6/2012,7.36625,0.775375,0,0.293902778,8.493981481,0,494.5,1.6,18.9,0.39,0.95
4/7/2012,9.787916667,0.656083333,0,0.290657407,9.038888889,0,502.55,3.5,23.9,0.25,0.87
4/8/2012,9.3775,0.681041667,0,0.287810185,9.201388889,0,510.1,2.8,21,0.33,0.91
4/9/2012,9.277083333,0.707375,0,0.285555556,9.238888889,0,496.2,3.5,19.5,0.27,0.91
4/10/2012,8.620833333,0.949125,13.18181818,0.296023148,9.313888889,19,65.05,6.3,10.4,0.88,0.98
4/11/2012,9.319166667,0.972583333,9.727272727,0.33900463,9.49537037,24,229,7.6,11.3,0.93,0.99
4/12/2012,9.2175,0.970833333,15.09090909,0.346925926,9.636574074,22,287.5,6.7,12.3,0.88,0.99
4/13/2012,7.082916667,0.952666667,42,0.410398148,8.576388889,21,351.5,3.5,11,0.82,0.99
4/14/2012,8.836666667,0.840291667,0,0.364662037,8.934722222,0,426.7,4.9,20.2,0.5,0.97
4/15/2012,9.773333333,0.877166667,0,0.34062037,9.523148148,0,417.6,4.9,21.7,0.46,0.97
4/16/2012,11.575,0.748916667,0.090909091,0.330523148,9.978703704,0,474.4,4.8,25.9,0.31,0.94
4/17/2012,12.90875,0.793041667,0,0.315893519,10.73425926,0,446.8,6.4,26,0.41,0.95
4/18/2012,12.57791667,0.80325,0,0.303171296,10.85277778,0,476,6.2,25.5,0.42,0.96
4/19/2012,15.68823529,0.823991597,0,0.297833333,11.65277778,0,511,9.4,29.5,0.45,0.96
4/20/2012,19.12008547,0.757094017,0,0.291703704,13.13055556,0,552.85,12.3,30,0.36,0.97
4/21/2012,18.58075314,0.709109312,0,0.289314815,14.0837963,0,523.9,10.3,29.9,0.33,0.96
4/22/2012,13.03977273,0.877954545,0.636363636,0.286726852,13.36157407,2,454.2,9.8,20.4,0.63,0.97
4/23/2012,11.42121212,0.937765152,0.636363636,0.281601852,12.12314815,15,300.3,9.5,17.3,0.73,0.98
4/24/2012,13.21856061,0.876931818,0.090909091,0.28025,12.24212963,0,492.4,9.5,22,0.55,0.98
4/25/2012,13.53636364,0.885,0.454545455,0.279555556,12.40324074,5,358.8,7.2,19.8,0.66,0.98
4/26/2012,11.27765152,0.875681818,2.636363636,0.28174537,12.09583333,13,459.7,5,19.6,0.5,0.98
4/27/2012,11.11325758,0.797348485,0,0.278912037,11.31851852,0,542.1,5,23.7,0.43,0.96
4/28/2012,12.9980695,0.816911197,0,0.277763889,11.7125,0,539.25,6.8,26.1,0.43,0.96
4/29/2012,14.6,0.821054688,0,0.276648148,12.39074074,0,566.75,8.4,28.4,0.4,0.96
4/30/2012,14.84941634,0.798171206,0,0.27487037,12.98425926,0,530.95,6.2,26,0.47,0.95
5/1/2012,11.28030303,0.786477273,0,0.270828704,12.27685185,0,562.6,4.6,23.5,0.4,0.95
5/2/2012,10.25416667,0.790189394,0,0.265967593,11.42361111,0,499.9,4.4,22.2,0.47,0.96
5/3/2012,9.210756972,0.913346614,0.190909091,0.263337963,10.97453704,10,236.95,5.5,13.1,0.83,0.97
5/4/2012,10.98064516,0.817419355,0.488888889,0.261107143,11.18367347,11,540.2,6.7,20.5,0.42,0.98
5/5/2012,13.06866953,0.673347639,0,0.259357143,11.06547619,0,679.2,5.2,27.2,0.23,0.94
5/6/2012,17.26565217,0.495478261,0,0.25510119,12.1422619,0,730.6,9.3,30.5,0.24,0.76
5/7/2012,18.45219298,0.539166667,0,0.254255952,13.10238095,0,706.8,11.1,31.4,0.25,0.76
5/8/2012,17.00779221,0.643896104,0,0.250428571,13.40833333,0,681.1,9.3,32.1,0.24,0.89
5/9/2012,15.65683761,0.698760684,0,0.244625,13.36190476,0,694.1,9.3,27.3,0.39,0.9
5/10/2012,13.5470339,0.774872881,0,0.238869048,12.68214286,0,679.2,5.9,29.2,0.35,0.96
5/11/2012,14.37184874,0.740168067,0,0.236202381,12.83988095,0,714.1,9,28.6,0.43,0.91
5/12/2012,12.87531381,0.826025105,0,0.233321429,12.55357143,0,679.3,7.1,26.5,0.48,0.96
5/13/2012,10.24458333,0.90125,0,0.228297619,11.83035714,0,411.9,7.9,17.5,0.67,0.97
5/14/2012,12.22791667,0.836666667,0,0.225166667,11.76428571,0,540.2,9.2,21.5,0.51,0.95
5/15/2012,13.34644351,0.785230126,0,0.222130952,11.98035714,0,694,7.7,30.8,0.47,0.93
5/16/2012,13.40638298,0.807531915,0,0.218559524,12.19761905,0,723,6.4,26.6,0.43,0.97
5/17/2012,12.24495798,0.807647059,0,0.21572619,12.20654762,0,675.5,7.9,24.4,0.4,0.96
5/18/2012,12.32025316,0.793164557,0,0.210714286,11.875,0,646.4,5.7,24.9,0.45,0.95
5/19/2012,13.02595745,0.772170213,0,0.207059524,11.9922619,0,642.9,5.2,26.3,0.4,0.96
5/20/2012,16.5512931,0.685172414,0,0.203696429,12.89821429,0,598.6,9.8,31.1,0.31,0.86
5/21/2012,15.29152542,0.762033898,0,0.199547619,13.08928571,0,595.2,9.4,27,0.48,0.92
5/22/2012,15.96723404,0.73293617,0,0.195589286,13.39583333,0,590.1,10.3,27.6,0.35,0.94
5/23/2012,14.06033755,0.688902954,0,0.190505952,12.89642857,0,602.5,8.4,25.9,0.33,0.93
5/24/2012,11.91882845,0.743263598,0,0.18522619,12.25178571,0,598.8,6.6,23.6,0.39,0.92
5/25/2012,9.202083333,0.786,0,0.180678571,11.20952381,0,366.1,6.3,13.3,0.66,0.91
5/26/2012,9.240833333,0.870625,0,0.176886905,10.75535714,0,300.2,5.6,14.7,0.73,0.95
5/27/2012,12.99666667,0.781125,0,0.177535714,11.43392857,0,549.3,8.3,30,0.46,0.92
5/28/2012,13.22773109,0.748571429,0,0.173696429,11.91785714,0,575.5,7.4,25.6,0.41,0.95
5/29/2012,12.62773109,0.774117647,0,0.171053571,11.86011905,0,615.3,6.4,25.4,0.46,0.93
5/30/2012,13.51176471,0.793109244,0,0.168077381,12.10714286,0,575,6.1,26.3,0.45,0.95
5/31/2012,16.86504425,0.727835498,0,0.16467027,13.31243243,0,665.15,9.8,29.8,0.35,0.92
6/1/2012,16.52741313,0.747837838,0,0.160648148,13.9212963,0,636.7,11.1,28.3,0.45,0.92
6/2/2012,15.22807692,0.807192308,0,0.157597222,13.66805556,0,620.25,10.3,28.3,0.48,0.98
6/3/2012,15.92200772,0.708764479,0,0.154013889,13.71296296,0,609.8,9.2,29.1,0.37,0.91
6/4/2012,11.5719697,0.894734848,2.454545455,0.159087963,12.98518519,10,207.9,8.2,14.2,0.7,0.97
6/5/2012,10.8655303,0.783522727,0,0.157962963,12.03425926,0,606.05,6.1,20.5,0.45,0.97
6/6/2012,12.38816794,0.740954198,0,0.152347222,12.08055556,0,571.35,5.4,26,0.38,0.95
6/7/2012,14.12653846,0.744923077,0,0.14849537,12.55,0,572.2,6.6,29,0.37,0.93
6/8/2012,14.62355212,0.672471042,0,0.144912037,13.06435185,0,607.4,8.6,28.1,0.22,0.92
6/9/2012,14.9233463,0.586031128,0,0.140944444,12.69305556,0,614.2,5.6,29.5,0.18,0.92
6/10/2012,18.66639344,0.471164659,0,0.138328704,13.79907407,0,632.1,10.9,29.9,0.2,0.72
6/11/2012,19.55299145,0.500766129,0,0.135050926,14.79768519,0,618.05,13.9,29.9,0.19,0.77
6/12/2012,16.69612403,0.716317829,0,0.131277778,14.46712963,0,602.4,9.1,29.8,0.38,0.94
6/13/2012,14.3094697,0.783825758,0,0.128199074,13.99953704,0,596.85,9,25.5,0.49,0.93
6/14/2012,13.17575758,0.825681818,0,0.125222222,13.475,0,581.35,9.2,23.6,0.51,0.96
6/15/2012,13.40189394,0.783825758,0,0.121319444,13.19166667,0,593.9,8,25.2,0.43,0.94
6/16/2012,17.18356164,0.706748971,0,0.119533019,14.40509259,0,610.7,10.6,29.9,0.3,0.91
6/17/2012,16.38931298,0.762824427,0,0.128067708,14.61157407,0,596.75,11.4,29,0.45,0.92
6/18/2012,13.48636364,0.841174242,0,0.125723958,13.89305556,0,597.85,9.4,25.8,0.51,0.97
6/19/2012,13.54090909,0.818901515,0,0.121796875,13.46805556,0,595.05,8.9,24.2,0.51,0.96
6/20/2012,16.78115385,0.755153846,0,0.119401042,14.12222222,0,613.25,10.1,29.9,0.41,0.93
6/21/2012,13.08030303,0.835416667,0,0.115817708,13.63518519,0,447.8,9.4,23,0.52,0.97
6/22/2012,12.49204545,0.819545455,0,0.113473958,13.0337963,0,550.25,6.6,22.2,0.53,0.95
6/23/2012,13.98636364,0.73405303,0,0.111494792,13.28148148,0,591.4,8.8,23.8,0.4,0.94
6/24/2012,13.40378788,0.727424242,0,0.108572917,13.03055556,0,589.7,6.9,24.3,0.45,0.92
6/25/2012,13.25606061,0.756969697,0,0.105260417,12.9787037,0,561.2,7.2,24.9,0.46,0.93
6/26/2012,15.28129771,0.698625954,0,0.103942708,13.3537037,0,583.05,7.4,27.9,0.37,0.93
6/27/2012,16.67738095,0.58421875,0,0.10178125,13.84675926,0,602.45,8.6,29.3,0.21,0.85
6/28/2012,17.31547619,0.611992188,0,0.09725,14.31574074,0,580.55,10.1,29.9,0.31,0.8
6/29/2012,16.46553191,0.770170213,0,0.094708791,14.5897561,0,571.25,10.3,28.2,0.46,0.94
6/30/2012,17.46042553,0.803659574,0,0.093390625,14.79537037,0,527.4,11.4,29.5,0.48,0.95
7/1/2012,17.79285714,0.78210084,0,0.0901875,15.21018519,0,552.35,13,28.4,0.46,0.93
7/2/2012,15.85291667,0.82625,0,0.087692708,14.88194444,0,506.35,11.4,25.8,0.53,0.97
7/3/2012,14.98410042,0.79041841,0,0.083583333,14.29861111,0,584.75,8.4,28,0.44,0.95
7/4/2012,12.74041667,0.877958333,0,0.080166667,13.82962963,0,432.2,10,21.7,0.59,0.97
7/5/2012,14.54875,0.804041667,0,0.0789375,13.77731481,0,556.65,9.6,25.5,0.48,0.96
7/6/2012,15.20378151,0.786722689,0,0.07734375,13.97638889,0,562.1,8.5,27.5,0.45,0.95
7/7/2012,16.67456897,0.75787234,0,0.075583333,14.67731481,0,567.65,11.1,29.3,0.38,0.92
7/8/2012,14.76344538,0.825336134,0,0.072848958,14.31296296,2,548.35,8.9,27.3,0.47,0.97
7/9/2012,15.83855932,0.791271186,0,0.07040625,14.4125,0,562.15,8.9,29.3,0.43,0.95
7/10/2012,16.9380531,0.73021645,0,0.068151042,14.8625,0,586.85,9.7,29.2,0.36,0.91
7/11/2012,18.64229075,0.667012987,0,0.065791667,15.45972222,0,564.05,12.4,29.8,0.36,0.85
7/12/2012,16.89191489,0.743106383,0,0.06184375,15.36527778,0,532.05,10.6,30,0.42,0.89
7/13/2012,14.02803347,0.816987448,0,0.065023121,14.42407407,0,529.8,9,25,0.5,0.96
7/14/2012,13.2925,0.853333333,0,0.063244048,14.0337963,0,450.45,10.7,22,0.58,0.95
7/15/2012,13.35833333,0.863125,0,0.061172619,13.81990741,7,475.25,9.6,23.5,0.54,0.98
7/16/2012,12.03333333,0.9215,0.1,0.058142857,13.35324074,13,264.65,10.1,16.1,0.78,0.98
7/17/2012,13.60791667,0.839,0,0.056386905,13.3412037,0,376.25,10.7,19.5,0.63,0.95
7/18/2012,15.20375,0.791375,0,0.056,13.81018519,0,461.45,10.4,23.8,0.51,0.93
7/19/2012,16.3470339,0.715805085,0,0.054797619,14.18935185,0,495.25,9.5,29.4,0.29,0.95
7/20/2012,17.62920354,0.746391304,0,0.054232143,14.86481481,0,496.3,10.3,29.9,0.4,0.94
7/21/2012,19.65707071,0.641559633,0,0.053369048,16.01805556,0,511.75,13.8,30,0.26,0.84
7/22/2012,15.38487395,0.806638655,0,0.051440476,15.43935185,0,515.45,11.1,24.5,0.54,0.96
7/23/2012,12.80166667,0.896041667,0,0.047732143,14.15324074,0,389.2,10,21.4,0.61,0.98
7/24/2012,13.45041667,0.865541667,0,0.046702381,13.97175926,0,488.85,10.6,22.1,0.57,0.96
7/25/2012,13.94333333,0.8555,0,0.045505952,13.98564815,0,506.25,11.1,23.5,0.53,0.96
7/26/2012,13.31916667,0.847916667,0,0.044220238,13.7875,0,520.05,9.9,23.1,0.53,0.97
7/27/2012,14.55144033,0.830617284,0,0.04325,13.9461165,0,529.4,10.6,24.7,0.54,0.95
7/28/2012,14.40757576,0.867462121,0,0.04225,13.99814815,12,487.1,10.6,24.2,0.56,0.98
7/29/2012,14.6780303,0.824810606,0,0.041636905,14.06898148,0,525.5,10,28,0.49,0.96
7/30/2012,15.8513834,0.796156863,0,0.04189881,14.33194444,0,494.3,8.4,29.5,0.41,0.97
7/31/2012,16.63217054,0.770891473,0,0.040654762,14.90462963,0,496.2,10.5,29.2,0.43,0.93
8/1/2012,14.78807692,0.816153846,0,0.039184524,14.43194444,1,488.8,8.2,27.4,0.45,0.97
8/2/2012,14.67220077,0.818455598,0,0.038415663,14.33101852,0,464.9,9.1,27.9,0.44,0.96
8/3/2012,13.47651515,0.875492424,0,0.042287671,14.03888889,2,430.3,9.9,23.6,0.55,0.98
8/4/2012,12.77424242,0.92219697,0,0.041611111,13.57083333,0,133.8,10.7,16,0.85,0.97
8/5/2012,15.39576923,0.858961538,0,0.042993056,14.04351852,1,401.1,11.1,27.7,0.5,0.98
8/6/2012,17.22845188,0.76484,0,0.045326389,14.8125,0,481.5,9.8,29.9,0.37,0.96
8/7/2012,18.97831325,0.695657371,0,0.045215278,15.66388889,0,439.5,13.3,29.7,0.4,0.89
8/8/2012,18.41558442,0.620361446,0,0.044729167,15.76481481,0,485.2,11.8,29.8,0.28,0.84
8/9/2012,19.30641026,0.623508065,0,0.043986111,16.23703704,0,487,13.6,29.9,0.34,0.78
8/10/2012,19.76099585,0.6134,0,0.043076389,16.50972222,0,468.8,14.9,30,0.35,0.82
8/11/2012,18.76446281,0.665823293,0,0.041902778,16.35833333,0,478.1,13.7,30,0.34,0.84
8/12/2012,17.58864629,0.715630252,0,0.040729167,15.90462963,0,450.5,10.4,30,0.35,0.93
8/13/2012,18.80932203,0.700756303,0,0.039826389,16.20648148,0,423,11.9,29.8,0.38,0.89
8/14/2012,16.93416667,0.753583333,0,0.038826389,15.76435185,0,406.6,10.9,29.3,0.39,0.94
8/15/2012,15.33708333,0.823625,0,0.037423611,15.2087963,3,397.5,11.2,27.7,0.43,0.97
8/16/2012,16.38493724,0.783598326,0,0.036270833,15.0875,0,404.9,9.2,30,0.41,0.96
8/17/2012,18.46495726,0.71907563,0,0.036763889,15.64166667,0,418.75,10.7,30,0.36,0.92
8/18/2012,20.29871245,0.627731092,0,0.037027778,16.42592593,0,414.9,14.9,29.9,0.35,0.79
8/19/2012,18.37046414,0.665882353,0,0.03575,16.09814815,0,429.45,11.9,30,0.37,0.85
8/20/2012,16.62208333,0.727166667,0,0.034159722,15.6125,0,427.6,10.4,29.5,0.39,0.89
8/21/2012,14.85791667,0.805166667,0,0.033270833,14.91388889,0,392.8,8.3,29.6,0.41,0.95
8/22/2012,14.29375,0.841416667,0,0.031972222,14.56851852,0,368.3,8.9,28.7,0.44,0.97
8/23/2012,14.15625,0.88225,0,0.031138889,14.50787037,7,341.65,11.2,25.8,0.51,0.97
8/24/2012,13.07192982,0.888245614,0,0.014993789,13.925,11,341.65,9.7,24.6,0.51,0.98
8/25/2012,12.79166667,0.890324074,0,0.005928571,13.54047619,2,313.1,10.4,23.8,0.53,0.97
8/26/2012,14.62824074,0.793333333,0,0.006261905,13.6547619,0,356.9,10.5,27.2,0.41,0.94
8/27/2012,17.46064815,0.712546296,0,0.006910714,14.14107143,0,367.9,8.6,35.1,0.26,0.95
8/28/2012,20.63518519,0.628287037,0,0.006690476,15.51547619,0,353.3,13.3,37.2,0.26,0.85
8/29/2012,19.94305556,0.553472222,0,0.006125,15.58630952,0,353.2,12.2,38,0.18,0.76
8/30/2012,16.07175926,0.713657407,0,0.005244048,15.14285714,0,353.3,11.3,28.1,0.41,0.95
8/31/2012,13.72731481,0.838101852,0,0.004166667,14.22083333,1,298.3,10.6,26.3,0.45,0.96
9/1/2012,14.23796296,0.789814815,0,0.003785714,13.89464286,0,349.8,9.6,26.7,0.43,0.93
9/2/2012,16.34675926,0.727037037,0,0.004107143,14.12142857,0,340.4,9,34,0.17,0.95
9/3/2012,18.25231481,0.616805556,0,0.004339286,14.8625,0,327.7,12.1,33.1,0.28,0.82
9/4/2012,14.75740741,0.761574074,0,0.003380952,14.22083333,0,331.2,7.9,29.3,0.35,0.95
9/5/2012,14.49768519,0.824212963,0,0.003244048,14.00238095,6,283.8,10,24.3,0.53,0.96
9/6/2012,15.20925926,0.765277778,0,0.003386905,13.99940476,0,303.9,9.6,28.9,0.32,0.95
9/7/2012,16.24814815,0.697407407,0,0.003619048,14.11130952,0,272.9,9.9,30,0.25,0.92
9/8/2012,16.4960199,0.701044776,0,0.00339881,14.43511905,0,281.9,11.1,29.6,0.36,0.85
9/9/2012,16.715625,0.645885417,0,0.002875,14.42321429,0,293.9,10.3,33.6,0.3,0.83
9/10/2012,14.2203125,0.781302083,0,0.002369048,13.96190476,0,298.4,8.6,28.6,0.39,0.93
9/11/2012,12.93385417,0.850885417,0,0.002136905,13.51309524,0,290.25,8.6,25.8,0.47,0.96
9/12/2012,14.45625,0.86453125,0,0.002297619,13.64880952,0,297.4,9.2,26.3,0.55,0.97
9/13/2012,17.19375,0.815833333,0,0.002738095,14.5375,0,271.85,11.3,31.5,0.4,0.96
9/14/2012,16.64791667,0.808125,0,0.0025,14.65952381,0,265.5,11.2,31.4,0.39,0.96
9/15/2012,17.2703125,0.756302083,0,0.002458333,14.71011905,0,265.45,10.8,32.8,0.33,0.93
9/16/2012,15.959375,0.73390625,0,0.00202381,14.6,0,284.65,10.4,27.3,0.42,0.93
9/17/2012,12.44479167,0.867135417,0,0.001333333,13.63571429,0,268.3,8.8,23.6,0.51,0.97
9/18/2012,13.32552083,0.833645833,0,0.0015,13.28214286,0,266.35,8.5,26.4,0.44,0.97
9/19/2012,14.2546875,0.791822917,0,0.001779762,13.44404762,0,264.55,8.6,29,0.38,0.95
9/20/2012,14.34270833,0.758385417,0,0.000958333,13.40952381,0,269.1,7.8,28.5,0.39,0.94
9/21/2012,15.91302083,0.696822917,0,0.001767857,13.73928571,0,273.85,9.6,27.6,0.42,0.84
9/22/2012,16.28802083,0.63765625,0,0.000982143,14.12857143,0,255.5,11.1,29.6,0.33,0.84
9/23/2012,16.3859375,0.6634375,0,0.001053571,14.14404762,0,276.5,10.3,29.6,0.32,0.85
9/24/2012,11.940625,0.88515625,0,0.000113095,13.2827381,0,239.85,8.5,22.1,0.59,0.96
9/25/2012,13.21979167,0.885104167,0,0.000309524,13.20595238,3,257.3,9.2,25.5,0.52,0.97
9/26/2012,12.565625,0.905885417,0,0.000297619,13.08809524,10,242.65,9.4,24.2,0.55,0.98
9/27/2012,13.509375,0.85515625,0,0.000178571,12.99642857,0,229.8,7.7,28.3,0.45,0.97
9/28/2012,12.32239583,0.908645833,0,0.000738095,12.93690476,0,198.65,9.3,21.8,0.64,0.97
9/29/2012,15.10208333,0.841614583,0,0.001083333,13.23511905,0,238.1,9.1,29.5,0.43,0.97
9/30/2012,21.5859375,0.608229167,0,0.001416667,14.9672619,0,237.15,14.3,38.2,0.24,0.87
10/1/2012,25.53333333,0.35078125,0,0.003672619,16.45654762,0,246.4,18.2,40.4,0.12,0.5
10/2/2012,25.50894737,0.335789474,0,0.004815476,17.28154762,0,241.75,19.8,36.9,0.13,0.55
10/3/2012,17.7484375,0.6546875,0,0.002488095,16.26130952,0,244.55,13.4,22.3,0.36,0.92
10/4/2012,13.79947917,0.880572917,0,-1.79E-05,14.71071429,0,185.85,11.1,21.7,0.6,0.94
10/5/2012,14.49322917,0.835625,0,-0.000172619,14.10654762,0,242.6,9.9,24.3,0.5,0.96
10/6/2012,15.63385417,0.752135417,0,-0.000446429,14.25654762,0,240.8,10.8,26.8,0.4,0.94
10/7/2012,14.09479167,0.748697917,0,-0.000744048,13.77678571,0,227.1,8.5,25.7,0.45,0.91
10/8/2012,13.08421053,0.805157895,0,0.008074074,13.41190476,0,253.55,8.6,24.1,0.5,0.94
10/9/2012,13.2462963,0.819259259,0,0.0277,13.2390625,2,274.7,7.8,22.8,0.51,0.95
10/10/2012,12.6412037,0.937592593,0.1,0.025808333,13.32708333,23,182.25,10.6,16.4,0.85,0.97
10/11/2012,10.82083333,0.958287037,0.1,0.028775,12.62291667,23,56.9,9.4,12.2,0.93,0.98
10/12/2012,11.25601852,0.97037037,2.5,0.034603306,12.32760417,24,75.2,9.6,13.3,0.95,0.98
10/13/2012,12.52824074,0.934537037,0,0.027594406,12.4859375,13,194.1,8.4,21.6,0.63,0.99
10/14/2012,15.8712963,0.888148148,0,0.031160305,13.62083333,0,195.05,10.9,27.3,0.52,0.98
10/15/2012,17.22083333,0.814027778,0.1,0.034333333,14.36510417,0,205.15,12.3,28.6,0.46,0.94
10/16/2012,18.59861111,0.816203704,0,0.034916667,15.11770833,0,207.85,14.3,29.9,0.51,0.94
10/17/2012,18.53488372,0.590697674,0,0.035375,14.95885417,0,231.65,12.4,29,0.19,0.92
10/18/2012,19.41712963,0.573148148,0,0.034883333,15.21302083,0,224.35,16.1,27.7,0.31,0.93
